# dialogue chunk 0007  entries 2401-2800 of 10370
# seq	block	idx	speaker	source	target
2401	click_map127_12_EV012_4ee7740e	0	char_mylus	You are not my Father.	你不是我的父亲。
2754	map133_858bf171	0	char_fortaime	And what about the idol in Alarinthia that The Triumvirate destroyed?\nThey expect us to believe that Alarinthia was always meant to be a desert?\nI was told that the destruction of their idol caused it to become lifeless.	那被三人执政团毁掉的阿拉林西亚的灵像又怎么说？\n他们想让我们相信阿拉林西亚本来就该是片沙漠吗？\n我听说正是他们灵像被毁，才使它变得毫无生机。
2755	map133_a6c2465c	0	char_fortaime	Either way, more studying is required.\nBut I'm starting to think outside the box. I like that.\nIt's almost like Valinorth was guiding our thoughts, you know?	不管怎样，还需要更多研究。\n但我开始跳出固有思维了。我喜欢这样。\n你知道，这几乎像是瓦利诺斯在引导我们的思绪。
2756	map133_44d0c446	0	char_fortaime	Go against the spirits, and you're seen as evil, or crazy.\nBut out here, that's normal. It allows people to get more creative.\nI've seen a bunch of new theories about our world, and the spirits.	一旦违背灵，你就会被视为邪恶，或者疯子。\n但在这外面，那很正常。这让人能更有创造力。\n我看到了许多关于我们世界和灵的新理论。
2757	map133_ec5e5f64_1	0		I enter Fortaime's room and see him sitting at the table.{w}\nHe's engrossed in a book — it almost looks like he's studying.{w}\nI take a few steps forward and announce my presence to him.	我走进福泰姆的房间，看到他坐在桌旁。{w}\n他正埋头读一本书——看起来几乎像是在钻研。{w}\n我上前几步，向他示意我来了。
2758	map133_feab6a95	0	char_fortaime	Oh, hey there! I was just studying. \nValessa gave me lots of notes about being a Scribe.\nNot that I don't know all of it. It's just nice to brush up.	哦，你好！我刚才在钻研。\n瓦莱莎给了我很多关于当书记官的笔记。\n倒不是说我不懂这些。只是温习一下挺好。
2759	map133_cd20a136	0	char_fortaime	Though I'm worried that sword will put me out of business.\nVisions while you're awake...? You'll always know they're visions.\nKinda puts my ability to tip you off in the garbage, doesn't it?	不过我担心那把剑会让我失业。\n清醒时就能看到预视……？你总能知道那是预视。\n那我提醒你的本事岂不是没用了？
2760	map133_3c571a57	0	char_fortaime	But you won't have that sword forever. Until then, I study.\nHonestly, I can't wait for things to get back to normal.\nI miss my house, and all the little things like that.	但你不会永远拥有那把剑。在那之前，我就钻研。\n说实话，我迫不及待想让一切恢复正常。\n我想念我的房子，还有那些诸如此类的小事。
2761	map133_4bedaed4	0	char_fortaime	You take them for granted, and then they're gone.\nI just hope Valessa finds a way to save Valinorth.\nShe seems to be taking this Elder business seriously.	你不把它们当回事，然后它们就消失了。\n我只希望瓦莱莎能找到拯救瓦利诺斯的办法。\n她似乎把长老这档事看得很认真。
2762	map133_7c63c675	0	char_fortaime	But I wouldn't have it any other way.\nThe Elder needs to be serious, all the time.\nBeing in charge of a nation — that's incredible.	但我也不希望是别的样子。\n长老就该时时刻刻都认真。\n掌管一个国家——太了不起了。
2763	map133_fd6a3785	0	char_fortaime	She might just be our youngest Elder, ever.\nI think that's pretty cool. We're all making history.\nI'm the first Scribe to ever operate outside Valinorth.	她说不定是我们史上最年轻的长老。\n我觉得这挺酷的。我们都在创造历史。\n我是第一个在瓦利诺斯之外活动的书记官。
2764	map133_80436a87	0	char_fortaime	Anyway...	总之……
2765	map133_c19eeb1a	0		He smiles, and stands up from the table.{w}\nIt looks like he's been keeping himself busy.	他笑了笑，从桌边站起身。{w}\n看来他一直让自己挺忙的。
2766	map133_71a464f6	0	char_fortaime	We have something {i}important{/i} to talk about...!\nI spoke to Pro, and he gave me some spending money.\nSo next time I get the chance, I'm buying that climbing gear!	我们有件{i}重要{/i}的事要谈……！\n我跟普洛说了，他给了我一些零花钱。\n所以下次有机会，我就要买那套攀爬装备！
2767	map133_4cd7e619	0	char_fortaime	And I expect {i}you{/i} to become my Apprentice, [firstname]!\nI'll show you the ropes, and then we'll climb The Grand Tree.\nHopefully we have time for one last trip before the final battle.	而且我期待{i}你{/i}成为我的学徒，[firstname]！\n我会教你诀窍，然后我们一起去爬巨树。\n希望在最后的大决战前，我们还有时间做最后一次远行。
2768	map133_4cd7e619_1	0	char_fortaime	And I expect {i}you{/i} to become my Apprentice, [firstname]!\nI'll show you the ropes, and then we'll climb The Grand Tree.\nHopefully we have time for one last trip before the final battle.	而且我期待{i}你{/i}成为我的学徒，[firstname]！\n我会教你诀窍，然后我们一起去爬巨树。\n希望在最后的大决战前，我们还有时间做最后一次远行。
2769	map133_4dc65c43	0		He runs up to me and gives me a tight hug.	他跑过来紧紧抱住我。
2770	map133_a695edae	0	char_fortaime	It might be a good idea for another date, too.\nA bit more private than Mazeo's town square.\nIf we can make it to the top, that is. I sure hope so.	也许还可以再约一次会。\n比马泽奥的城镇广场更私密些。\n前提是能爬到顶。我真希望如此。
2771	map133_742c5467	0		He crosses his arms and gives me a sly smirk.	他双臂交叉，朝我狡黠地一笑。
2772	map133_5a0da192	0	char_fortaime	If you get good enough, then we can get competitive.\nIt'd be nice to have a rival. Gives me the drive to improve.\nI need that extra \"push\" if I'm gonna make it to the top.	如果你练得够好，我们就能一较高下。\n有个对手挺好的。能给我进步的动力。\n要想登顶，我就需要那股额外的“推力”。
2773	map133_1b181cf7	0	char_fortaime	I just haven't had much time to practice my climbing.\nI hope I'm not rusty when the time comes. That'd suck.\nClimbing The Grand Tree has always been my life's goal.	我最近实在没什么时间练习攀爬。\n希望到时候别生疏了。那可就糟了。\n攀登巨树一直是我人生的目标。
2774	map133_1b95dfe3	0	char_fortaime	The first time I attempt it, I want to make sure I succeed.\nAnd they say the best way to learn, is to teach somebody else.\nSo you better prepare for some rigorous training! We're doing this.	第一次尝试，我就想确保成功。\n人们说最好的学习方式，就是去教别人。\n所以你最好做好接受严格训练的准备！我们要动真格的了。
2775	map133_6f071575	0		It seems like he's not about to take no for an answer.	看样子他不打算接受“不”这个答案。
2776	map133_365b04b2	0	char_fortaime	Oh, sorry. My mind is all over the place.\nThanks for coming to visit me, [firstname].\nIt means a lot. It really does.	哦，抱歉。我脑子乱糟糟的。\n谢谢你来看我，[firstname]。\n这对我意义重大。真的。
2777	map133_365b04b2_1	0	char_fortaime	Oh, sorry. My mind is all over the place.\nThanks for coming to visit me, [firstname].\nIt means a lot. It really does.	哦，抱歉。我脑子乱糟糟的。\n谢谢你来看我，[firstname]。\n这对我意义重大。真的。
2778	map133_50899746	0	char_fortaime	I guess you better head back to Damek.\nIsn't he waiting for you in the war room or something?\nAt least, that's what I heard. He sure loves to work.	我想你该回达梅克那儿了。\n他不是在作战室等你什么的吗？\n至少我听说是这样。他可真是热爱工作。
2779	map133_ad47cef0	0		He smiles, and then takes steps back toward the table.{w}\nBut before he gets there, he stops in his tracks, and turns around.{w}\nHe really was scatter-brained today, wasn't he? Is everything okay?	他笑了笑，然后迈步走回桌边。{w}\n但还没走到，他就停下脚步，转过身来。{w}\n他今天真是心不在焉，不是吗？一切都还好吗？
2780	map133_fc21c6f5	0	char_fortaime	There's one more thing I wanted to ask you.\nI just forgot — or, maybe I was too embarrassed.\nRemember what Damek said about the Honor Guard?	还有一件事我想问你。\n我刚才忘了——或者，也许是我太难为情了。\n记得达梅克说过的关于荣誉卫队的事吗？
2781	map133_a74ed527	0	char_fortaime	They're powered by the spirits of occupation victims...\nI know Valessa was thinking the same thing, about our parents.\nDo you think they're still alive? Down here, trapped in that armor?	它们是由占领受害者的灵驱动的……\n我知道瓦莱莎也在想同样的事，关于我们的父母。\n你觉得他们还活着吗？就在这下面，被困在那盔甲里？
2782	map133_6ebe36b7	0	char_fortaime	Good. I'm glad we're all on the same page.\nIt's something we can talk about more as a group.\nValessa feels the same way, she just wouldn't speak up.	很好。我很高兴我们想法一致。\n这事我们可以作为团队再深入讨论。\n瓦莱莎也是同样的感受，只是她不肯开口。
2783	map133_d479b5df	0	char_fortaime	I saw it in her face — back in the tunnels.\nI don't know how we'll free them, though.\nBut I think it has to do with your sword.	我在她脸上看出来了——就在那些隧道里。\n不过我不知道我们要怎么解救他们。\n但我觉得这和你的剑有关。
2784	map133_4bb08c5e	0	char_fortaime	So, until next time then?\nI'll get back to my reading.	那么，那就下次见？\n我继续看书了。
2785	map133_372b5f43	0	char_fortaime	Understandable. You're on the fence.\nIt's something we can talk about more as a group.\nValessa believes they're trapped in there. I know it.	可以理解。你还在犹豫。\n这事我们可以作为团队再深入讨论。\n瓦莱莎相信他们被困在里面。我知道的。
2786	map133_dbd4c4d6	0	char_fortaime	I saw it in her face — back in the tunnels.\nAnd to be honest, I feel the same way as her.\nWe can free them; I just have no idea how.	我在她脸上看出来了——就在那些隧道里。\n说实话，我和她有同样的感受。\n我们能解救他们；只是我完全不知道该怎么救。
2787	map133_e0f3de8b	0	char_fortaime	Maybe it has to do with that sword of yours...?\nI should probably get back to my studies, though.\nEither way, I guess we'll find out soon enough.	也许这和你的那把剑有关……？\n不过我大概该回去钻研了。\n不管怎样，我想我们很快就会有答案。
2788	map133_c54866f6	0	char_fortaime	Oh, I see...\nI hope you don't judge me and Valessa then.\nWe're pretty sure that our parents are in there.	哦，我明白了……\n那希望你别因此评判我和瓦莱莎。\n我们相当确定我们的父母就在里面。
2789	map133_81b02d7e	0	char_fortaime	We just have to figure out how we can free them.\nHonestly, I feel like it'll have to do with your sword.\nSo regardless of your beliefs, I hope you'll help us.	我们只是得弄清楚怎样才能解救他们。\n说实话，我感觉这一定和你的剑有关。\n所以不管你怎么想，我希望你能帮我们。
2790	map133_c5e7916b	0	char_fortaime	I should probably get back to my studies, though.\nThere's lots to read, and little time to read it.\nGood luck with Damek in the war room!	不过我大概该回去钻研了。\n要读的东西很多，能读的时间却很少。\n祝你在作战室和达梅克一切顺利！
2791	map133_ee9b95db	0		He runs up to me and gives me a kiss on the cheek.{w}\nAfter that, we embrace each other and smile.	他跑过来，在我脸颊上亲了一下。{w}\n之后，我们相拥而笑。
2792	map133_19b8e0ae	0	char_fortaime	I can't wait to see you again.	我迫不及待想再见到你。
2793	map133_d9529807	0		He gives me a quick smile before returning to his books.{w}\nIt's admirable how much he's studying, given the circumstances.{w}\nI decide to leave him be for now, and go about my business.	他朝我匆匆一笑，便又回到书堆里。{w}\n在这种情况下他还这么用功钻研，真令人钦佩。{w}\n我决定暂时不打扰他，去忙我的事。
2794	map129_4cec7987	0		I enter Valessa's room, and see her pacing around.{w}\nShe looks like she's in deep thought, so I clear my throat.{w}\nIt was enough to get her attention, and she turns to me with a smile.	我走进瓦莱莎的房间，看到她来回踱步。{w}\n她看起来陷入了沉思，于是我清了清嗓子。{w}\n这足以引起她的注意，她转向我，露出微笑。
2795	map129_8f9b3616	0	char_valessa	Oh, hey [firstname].\nI was just thinking about stuff.\nSo much has happened since we got here.	哦，嘿，[firstname]。\n我刚才在想事情。\n我们到这里之后发生了太多事。
2796	map129_8f9b3616_1	0	char_valessa	Oh, hey [firstname].\nI was just thinking about stuff.\nSo much has happened since we got here.	哦，嘿，[firstname]。\n我刚才在想事情。\n我们到这里之后发生了太多事。
2797	map129_b32185f7	0	char_valessa	I'm still trying to find a way to save Valinorth.\nI found a few books, but nothing too promising.\nIn fact, some scholars doubt that the idol even helps.	我还在想办法拯救瓦利诺斯。\n我找到几本书，但都没什么希望。\n事实上，有些学者怀疑那灵像根本没用。
2798	map129_ff2de1de	0	char_valessa	They say it's just a superstition, or something.\nBut how else do you explain Eastcrown...?\nSuch a harsh and sudden climate change.	他们说那不过是迷信之类的。\n可东冠的事你要怎么解释……？\n如此剧烈而突然的气候变化。
2799	map129_a0d7e7b3	0	char_valessa	And how would you explain Alarinthia, for that matter?\nWas it destined to always be an arid wasteland...?\nThe spirits {i}must{/i} have something to do with it.	那阿拉林西亚又该怎么解释？\n它注定永远是一片干旱的荒地吗……？\n灵{i}一定{/i}和这有关。
2800	map129_253880b1	0	char_valessa	But there's a part of me that hopes they're right.\nIf the spirits weren't keeping us warm? Then we're fine.\nNothing bad will happen to Valinorth at all, right...?	但我心里有一部分希望他们是对的。\n如果灵并没有在为我们保暖？那我们就没事。\n瓦利诺斯根本不会出什么事，对吧……？
