# dialogue chunk 0005  entries 1601-2000 of 10370
# seq	block	idx	speaker	source	target
1957	map072_9d9bff4e	0		Gryz nods, and it seems we're dismissed.{w}\nI guess our next step was to head to the docks.{w}\nDamek sure seems excited about this tour.{w}	格瑞兹点点头，看来我们可以告退了。{w}\n我想我们的下一步是前往码头。{w}\n达梅克对这趟参观显然很兴奋。{w}
1958	map072_63e1f580	0	char_damek	Alright, let's go.\nI'll make the announcement back at HQ.\nWe have a new ally, and a lot more power.	好了，我们走。\n我会回总部宣布消息。\n我们有了新盟友，还有了强大得多的力量。
1959	map072_ddc6a0f8	0		He holds a closed fist up to his chest, resolute.	他把握紧的拳头抵在胸前，神情坚定。
1960	map072_bf39fc41	0	char_damek	We're going to do this. I know it.	我们一定能做成。我知道。
1961	map072_28d1fe39	0		And with that, it's time to get things on the move.{w}\nI'd finally start training, and see The Rebellion's new HQ.	就这样，该动身了。{w}\n我终于要开始训练，并一睹反抗军的新总部。
1962	click_map075_3_EV003_38098da6	0		Gryz's desk reminds me of Mylus' place.{w}\nIt's messy, but he still has it under control.{w}\nEverything is where it needs to be, and it works.	格瑞兹的桌子让我想起迈勒斯那儿。{w}\n乱是乱，但他仍然掌控得住。{w}\n每样东西都在该在的位置，运转良好。
1963	click_map075_4_EV004_85ac6032	0		There's a ton of papers on the floor.{w}\nI inspect them closer. They're all dated for today.{w}\nCould Gryz's job really be {i}that{/i} busy!? Wow.	地上堆着海量的文件。{w}\n我凑近查看，日期全是今天。{w}\n格瑞兹的工作真有{i}那么{/i}忙吗！？哇。
1964	click_map075_4_EV004_7559b787	0		I look over at Fortaime, and he's shaking.{w}\nI can tell the mess is bothering him.{w}\nBut he also knows he can't touch it.	我看向福泰姆，他在发抖。{w}\n我看得出这片凌乱让他难受。{w}\n但他也知道自己不能碰。
1965	click_map075_5_EV005_594612db	0		Gryz's office seems to overlook the Mazean Docks.{w}\nA massive shipyard, full of impressive vessels.{w}\nI see people loading them up, preparing shipments.	格瑞兹的办公室似乎俯瞰着马泽奥码头。{w}\n一个巨大的造船厂，停满令人印象深刻的船只。{w}\n我看到人们正在往船上装货，准备发运。
1966	click_map075_5_EV005_50fe19f7	0		I wonder how he could work next to such a loud place.{w}\nIt shows no signs of slowing down, and it's very busy.{w}\nWe'd be heading there next, and I couldn't wait.	我纳闷他怎么能在这般喧闹的地方工作。{w}\n那里毫无放慢的迹象，忙得不可开交。{w}\n我们接下来就要去那儿，我迫不及待。
1967	click_map075_7_EV007_0e455b5a	0		I start to inspect the bookshelf, but Gryz quickly stops me.	我正要查看书架，格瑞兹立刻制止了我。
1968	click_map075_7_EV007_7e304413	0	char_jit_map072_1_0_110	Hey, don't touch any of that.\nThis is my office, you know.	嘿，别碰那些东西。\n你知道，这是我的办公室。
1969	click_map075_7_EV007_85b13c50	0		He crosses his arms, and I back away from the shelf.{w}\nSomething tells me I wouldn't want to get on his bad side.	他抱起双臂，我从书架旁退开。{w}\n我有种感觉，我可不想惹上他。
1970	click_map075_144_EV144_1ebcb4e1	0		It's a map of Alestia.{w}\nI see everything on here:{w}\nValinorth, Mazeo, Alarinthia, and Balteus.	这是一张阿莱斯蒂亚的地图。{w}\n上面的一切我都看得到：{w}\n瓦利诺斯、马泽奥、阿拉林西亚，还有巴尔泰乌斯。
1971	click_map075_144_EV144_fac5047c	0		Only the west remains unmapped.{w}\nVicious storms and unruly waters get in the way.{w}\nIt's unlikely that anything is out there, though.	只有西部仍是未标注之地。{w}\n凶猛的暴风雨和狂暴的海域横亘其间。{w}\n不过，那外面不太可能有什么东西。
1972	click_map075_149_EV149_d5884586	0	char_fortaime	Hey, Gryz?	嘿，格瑞兹？
1973	click_map075_149_EV149_863336f8	0	char_jit_map072_1_0_110	Yes?	什么事？
1974	click_map075_149_EV149_c62fa98f	0	char_fortaime	What's with that sheep around your neck?	你脖子上那只羊是怎么回事？
1975	click_map075_149_EV149_5b409b3e	0	char_jit_map072_1_0_110	Oh, you mean Lassiter?	哦，你说的是拉西特？
1976	click_map075_149_EV149_4c9aec33	0	char_fortaime	I guess...?	大概吧……？
1977	click_map075_149_EV149_b6332303	0	char_jit_map072_1_0_110	When I was younger, I used to be a shepherd.\nBut that didn't last long before I served The Triumvirate.\nThey made me kill all my sheep before they accepted me.	我年轻时当过牧羊人。\n但没过多久，我就去为三人执政团效力了。\n他们逼我杀光了我所有的羊，才肯接纳我。
1978	click_map075_149_EV149_ccf3f5fc	0	char_fortaime	What!?	什么！？
1979	click_map075_149_EV149_7cbd293b	0	char_jit_map072_1_0_110	I guess it was to prove myself.\nYou know, that I'd leave my old life behind.\nI did what they said, but I kept a souvenir.	我猜是为了证明我自己。\n你知道，证明我会抛下过去的生活。\n我照他们说的做了，但我留下了一件纪念品。
1980	click_map075_149_EV149_09577c69	0	char_fortaime	Oh, I see...	哦，我明白了……
1981	click_map075_149_EV149_47d8d115	0	char_jit_map072_1_0_110	It's always important to remember where you came from.\nDid you bring any souvenirs from Valinorth along with you?	记住自己从何而来，永远很重要。\n你从瓦利诺斯带什么纪念品来了吗？
1982	click_map075_149_EV149_6368e84c	0	char_fortaime	Actually, no...\nUnless my clothes count.	其实，没有……\n除非我的衣服算得上。
1983	click_map075_149_EV149_5f4e79cd	0	char_jit_map072_1_0_110	Depends who you're asking.	那得看问的是谁。
1984	click_map075_149_EV149_084f44eb	0	char_fortaime	But you know, I'm not actually leaving Valinorth behind!\nWe'll save it, and go back one day. I know it...\nThat's one of our goals during this journey.	但你知道，我其实并没有抛下瓦利诺斯！\n我们会救下它，总有一天会回去。我知道……\n这是我们这趟旅程的目标之一。
1985	click_map075_149_EV149_3f1be7b2	0	char_jit_map072_1_0_110	I see...	我明白了……
1986	click_map056_5_EV005_0e138feb	0		WARNING: Moving to the War Table will initiate Act Three.\nAct Three is a long series of cutscenes, with no side content.\nPlease make sure you have sufficient time set aside to watch.	警告：前往战争之桌将开启第三幕。\n第三幕是一长串过场动画，没有任何支线内容。\n请务必预留充足时间观看。
1987	click_map056_18_EV018_582cceea	0		You let Gryz have his redemption.	你让格瑞兹得到了他的救赎。
1988	click_map056_18_EV018_f59245f1	0		You tapped into the power of the Spirit Idol yourself.	你亲自汲取了灵像的力量。
1989	click_map056_19_EV019_c5a515b4	0		You used the spiritual energy to create Monarch Vessels.	你利用灵性能量创造了君主容器。
1990	click_map056_19_EV019_ef5cd4d5	0		You used the spiritual energy to create Artificial Seers.	你利用灵性能量创造了人造先知。
1991	click_map056_20_EV020_d9d8e612	0		You appointed Howl as the Monarch Advisor.	你任命豪尔为君主顾问。
1992	click_map056_20_EV020_de299b7b	0		You appointed Damek as the Monarch Advisor.	你任命达梅克为君主顾问。
1993	map115_b68454c4	0		After we enter the door, we spend a few minutes descending into darkness.{w}\nSoon enough, however, we reach an area with torches lighting the way.{w}\nIt seems to mark a path straight forward. This must be it.	我们进门之后，花了几分钟向下走入黑暗。{w}\n不过很快，我们来到一处有火把照亮的地方。{w}\n火把似乎标出了一条笔直向前的路。就是这里了。
1994	map115_27def127	0	char_valessa	Wow, it's so dark!\nI can't even see where I'm going.	哇，好黑啊！\n我连自己要往哪儿走都看不见。
1995	map115_8941d9c2	0	char_damek	Just give it a few minutes. Your eyes will adjust.\nI remember my first time down here. I was terrified.	等几分钟就好。你的眼睛会适应的。\n我还记得第一次来这儿，我吓坏了。
1996	map115_2158ee21	0		He presses his back against the wall and waits.{w}\nWe all do the same, and wait around until we can see.	他背靠着墙，等待着。{w}\n我们都照做，原地等着直到能看清东西。
1997	map115_99f98d26	0	char_damek	The torches only help so much.\nWe put a majority of them in our actual HQ.\nBasically, we only have them down here to—	火把能帮的有限。\n我们把大部分火把都放在真正的总部了。\n基本上，我们把它们放在这儿只是为了——
1998	map115_bd98f226	0		He cuts himself off and looks further down the tunnel.	他打住话头，望向隧道更深处。
1999	map115_6e487841	0	char_damek	Everyone, quiet.\nBacks against the wall. Now.	所有人，安静。\n背靠墙。快。
2000	map115_919f315c	0		We do as instructed, and I notice an aura of fear overtake us.{w}\nI stare down the tunnels, and I see a suit of armor start to emerge.{w}\nWhite and gold, just like my vision. It takes slow, clunky steps.	我们照做，我注意到一股恐惧的气息笼罩了我们。{w}\n我盯着隧道深处，看见一副铠甲开始浮现。{w}\n白色与金色，正如我幻象中所见。它迈着缓慢笨重的步子。
