# dialogue chunk 0020  entries 7601-8000 of 10370
# seq	block	idx	speaker	source	target
7601	map223_e2c990ba	0	char_pro	After that, all we needed was {i}this{/i}.	在那之后，我们只需要{i}这个{/i}。
7923	map152_a87154d0	0		As soon as Damek sees me, he runs toward me.{w}\nA few people follow behind him. More introductions?{w}\nI guess it's fair. I hadn't met many of the rebels yet.	达梅克一看到我，就朝我跑来。{w}\n有几个人跟在他身后。又要介绍人吗？{w}\n我想这也公平。我还没见过多少反抗军成员。
7924	map152_b1b77fe3	0	char_damek	[firstname]! We're almost ready to set sail.\nHere's the people I wanted to introduce you to.\nIt's important for morale that you get along with our forces.	[firstname]！我们差不多准备起航了。\n这就是我想介绍给你认识的人。\n你和我们的队伍相处融洽，对士气很重要。
7925	map152_d6f81263	0	char_damek	However, these aren't just any rebels.\nThese are the Seers that you created back at our HQ.\nThey're grateful for your gift, and I think they want to meet you.	不过，他们可不是普通的反抗军。\n他们是你在总部创造的那些先知。\n他们感激你的馈赠，我想他们想见见你。
7926	map152_ace8e24c	0	char_damek	I'll leave you to it. Come find me if you want to chat while we sail.\nSomething tells me there won't be much else to do. Oh well.\nWorst case scenario, we can get Pro to bring out his cards.	这里就交给你了。航行途中想聊天的话就来找我。\n我总觉得不会有多少别的事可做。唉。\n最坏的情况下，我们可以让普洛把他的牌拿出来。
7927	map152_b0fc6a2a	0	char_damek	However, these aren't just any rebels.\nThese are the Monarch Vessels you created back at HQ.\nThey've embraced their new situation, and want to meet you.	不过，他们可不是普通的反抗军。\n他们是你在总部创造的那些君主容器。\n他们接受了自己的新处境，想见见你。
7928	map152_5ffe998d	0	char_damek	So I'll leave you to that. Come find me later if you want to chat.\nSomething tells me there won't be much else to do. Oh well.\nWorst case scenario, we can get Pro to bring out his cards.	那就交给你了。之后想聊天就来找我。\n我总觉得不会有多少别的事可做。唉。\n最坏的情况下，我们可以让普洛把他的牌拿出来。
7929	map152_6dd92b8c	0		With a smile, he runs off to attend to other business.{w}\nEven though he stepped down, he was still a busy man.{w}\nI wonder if that's the same fate that awaited me. Probably.	他笑着跑开，去处理别的事务了。{w}\n尽管已经卸任，他依然是个大忙人。{w}\n不知道等着我的会不会也是同样的命运。大概是吧。
7930	map152_8fcd852e	0		I turn to meet these new people, ready to make friends.	我转身去见这些新面孔，准备结交朋友。
7931	map152_9c549ef2	0		As soon as Howl sees me, he slowly steps toward me.{w}\nA few people follow behind him. More introductions?{w}\nI guess it was better than being lonesome on the voyage.	豪尔一看到我，就缓缓朝我走来。{w}\n有几个人跟在他身后。又要介绍人吗？{w}\n我想这总比在航行中独自寂寞要好。
7932	map152_ce762541	0	char_howl	[firstname]. We're almost ready to set sail.\nHowever, there are people who wish to meet you.\nIt seems that you are the subject of much praise to them.	[firstname]。我们差不多准备起航了。\n不过，有些人想见见你。\n看来你成了他们交口称赞的对象。
7933	map152_d9b8a3f9	0	char_howl	And it is deserving. You turned them into Seers.\nThis is a gift that only a select few in history has received.\nCome chat with us when we set sail. I'll take my leave until then.	这也理所应当。你把他们变成了先知。\n这是历史上只有极少数人得到过的馈赠。\n起航后来找我们聊聊。在此之前我先告辞了。
7934	map152_046b5231	0	char_howl	And it is deserving. You brought them back from the dead.\nWith a thirst for vengeance, they are ready to follow your every command.\nI'll take my leave until later. Come chat with us when you have the chance.	这也理所应当。你把它们从死亡中带了回来。\n怀着复仇的渴望，它们已准备好听从你的每一道命令。\n我先告辞一会儿。有机会就来找我们聊聊。
7935	map152_f785f4c6	0		He steps away from me with loud, heavy steps.{w}\nIt seems that he's still getting used to this new body.{w}\nI turn to meet these new people, ready to make friends.	他迈着沉重响亮的步子离开我。{w}\n看来他还在适应这具新身体。{w}\n我转身去见这些新面孔，准备结交朋友。
7936	map152_e63f7bc5	0	char_jit_map152_1_0_183	I must thank you for this gift, [firstname].\nIt was alarming at first, having all these visions.\nBut now we know that they can be used to secure victory.	我必须为这份馈赠感谢你，[firstname]。\n起初，这些幻象让我惊恐不已。\n但现在我们知道，它们可以用来确保胜利。
7937	map152_f90454a7	0	char_jit_map152_1_0_196	We know that we may not be able to enjoy this victory, but:\nHonestly, I would give anything to serve somebody like you.\nAll I ask is that you go on to live happy lives after the war.	我们知道或许无法享受这场胜利，但：\n老实说，我愿意付出一切来侍奉像你这样的人。\n我唯一的请求，就是你们战后能继续过上幸福的生活。
7938	map152_34c4b16a	0	char_jit_map152_1_0_209	These happy lives may elude us, but we've accepted that.\nTo give our friends a bright future? No price is too high to pay.\nWe are yours to command, [firstname], until we are of no further use.	这些幸福的生活或许与我们无缘，但我们已经接受了。\n为了让朋友们拥有光明的未来？付出任何代价都不为过。\n我们任由你差遣，[firstname]，直到我们再无用处。
7939	map152_da4d7a85	0		I nod, dismissing them. It's good to see that things went well.{w}\nHonestly, creating Seers could've gone horribly wrong, horribly fast.{w}\nTo know that I used the blade effectively gave me great pleasure.	我点点头，让他们退下。很高兴事情进展顺利。{w}\n老实说，创造先知可能会以可怕的方式迅速失控。{w}\n知道自己有效地使用了刀刃，让我感到极大的满足。
7940	map152_0e0c6db6	0	char_jit_map152_1_0_228	We were told that you were the one who gave us life.\nThank you for this chance, [firstname]. We will not waste it.\nThis form requires some adjusting, but we will be fine.	我们听说，是你赐予了我们生命。\n感谢你给我们这个机会，[firstname]。我们不会浪费它。\n这具形体需要些调整，但我们会没事的。
7941	map152_bdd52aed	0	char_jit_map152_1_0_241	The pain may be intense, but it fuels our every move.\nWe will use it to kill The Triumvirate, by your command.\nThat is the wish of {i}every{/i} member of The Monarchy.	痛苦或许强烈，但它驱动着我们的每一个动作。\n我们将用它来杀死三人执政团，听从你的号令。\n这是王室{i}每一位{/i}成员的愿望。
7942	map152_c5b320e8	0	char_jit_map152_1_0_254	We trust your judgment, until the end of Alestia.\nAnd after this war, we dedicate our lives to serving you.\nThis second chance you've given us? We will cherish it.	我们信任你的判断，直到阿莱斯蒂亚的终结。\n这场战争之后，我们将献上此生为你效力。\n你给我们的这第二次机会？我们会珍惜它。
7943	map152_bd118556	0		I nod, dismissing them. It's good to see that things went well.{w}\nHonestly, creating Monarch vessels could've gone horribly wrong, and fast.{w}\nTo know that I used the blade effectively gave me great pleasure.	我点点头，让他们退下。很高兴事情进展顺利。{w}\n老实说，创造君主容器可能会以可怕的方式迅速失控。{w}\n知道自己有效地使用了刀刃，让我感到极大的满足。
7944	map152_c195c2f6	0		I continue to walk along the ship, taking in everything I see.{w}\nAfter a few steps, I notice Ulric and Pro are lost in conversation.	我继续沿着船走着，把看到的一切都收入眼底。{w}\n走了几步，我注意到乌尔里克和普洛正聊得入神。
7945	map152_974e76e2	0	char_ulric	Stop whining, Pro.\nThis trip will be over before you know it.\nI have my complaints, too, but there's nothing I can do.	别抱怨了，普洛。\n这趟旅程转眼就会结束。\n我也有我的牢骚，但我无能为力。
7946	map152_9eb6c294	0	char_pro	But you're not scared of the sea, Ulric.\nThis is going to be like torture, I know it.\nDo you know where I can find some buckets?	但你才不怕海，乌尔里克。\n这会像酷刑一样，我知道。\n你知道哪里能找到桶吗？
7947	map152_8378be66	0	char_ulric	Getting queasy already?\nWe haven't even set sail.	已经反胃了？\n我们还没起航呢。
7948	map152_afe3f347	0	char_pro	Oh man, you're making it worse...	哦天，你这么说更糟了……
7949	map152_29a0cbcd	0		I laugh and continue walking.{w}\nMore of my comrades are talking amongst themselves.{w}\nThat's good. We had a long, and likely boring, voyage ahead.	我笑了笑，继续往前走。{w}\n更多的同伴在彼此交谈。{w}\n这很好。我们前方还有一段漫长、很可能无聊的航行。
7950	map152_b9801705	0	char_fortaime	But that's not Salus, right?\nHe's been dead for a while.\nOh man, I'm worried for Mylus.	但那不是萨卢斯，对吧？\n他已经死了好一阵了。\n哦天，我真替迈勒斯担心。
7951	map152_0fa6fe97	0	char_valessa	It's weird to see him alive, but I also know it's not {i}really{/i} him.	看到他活着感觉很奇怪，但我也知道那{i}并非{/i}真正的他。
7952	map152_692797e3	0	char_fortaime	Are you even listening to yourself right now?\nI can't believe we can say these things and mean them.\nLike, what's going to happen with no more Spirit Realm?	你听听自己在说什么？\n我真不敢相信我们能说出这些话，而且是认真的。\n比如，没有了灵界会怎么样？
7953	map152_74e0d0bf	0	char_valessa	Who knows. Everything we knew was wrong.\nAt the end of the day, maybe Valinorth will be fine.\nI don't see how some \"prison\" could've kept it warm.	谁知道呢。我们过去知道的一切都是错的。\n说到底，也许瓦利诺斯会安然无恙。\n我看不出一个什么“牢笼”怎么能让那里保持温暖。
7954	map152_7acfa683	0	char_fortaime	You're right, and that's amazing.\nLet's push all this weirdness aside, and agree on {i}that{/i}.\nWe'll ask Salus — I mean Howl — for sure, when we get the chance.	你说得对，这可太惊人了。\n我们把这些怪事都放一边，至少在{i}这一点{/i}上达成一致吧。\n有机会我们一定要问问萨卢斯——我是说豪尔。
7955	map152_62ba003b	0	char_valessa	Of course.	当然。
7956	map152_ce518489	0		It seems that they're still digesting these events.{w}\nI can't blame them, everything is pretty crazy right now.{w}\nThankfully, we'd have plenty of time to continue \"digesting\".	看来他们还在消化这些事。{w}\n我不怪他们，现在一切都太疯狂了。{w}\n幸好，我们有的是时间继续“消化”。
7957	map152_ae52090e	0		Alarinthia was almost a day away. At least we'd get to sleep.{w}\nBut until then, I'd better make use of this time to talk to my friends.{w}\nA lot had happened in the last day. I should check up on them.	离阿拉林西亚还有将近一天。至少我们能睡上一觉。{w}\n不过在那之前，我最好利用这段时间跟朋友们聊聊。{w}\n过去一天发生了太多事。我该去看看他们。
7958	map152_24ca02af	0		The ship shakes slightly, and I lose my balance for a moment.{w}\nI guess we're setting sail? I've never actually been at sea before.{w}\nPirates run amok, as if getting to their designated work stations.	船身轻轻一晃，我一时失去了平衡。{w}\n我们是要起航了吗？我还从没真正出过海。{w}\n海盗们四处奔忙，像是赶往各自的岗位。
7959	map152_06b3560d	0	char_jit_map152_1_0_453	Alright everybody, here we go!\nWe want a smooth voyage, so don't forget your schedules.\nThose of you with the graveyard shift — I'll make it up to you.	好了各位，出发了！\n我们想要一趟平稳的航行，所以别忘了你们的班次。\n值夜班的人——我会补偿你们的。
7960	map152_a1c47f92	0		He climbs up the rope netting on the side of the ship, and looks at the horizon.{w}\nWith a smile on his face, he points toward the vast body of water before us.	他爬上船侧的绳网，望向地平线。{w}\n他面带微笑，指向我们面前浩瀚的水域。
7961	map152_74b3a857	0	char_jit_map152_1_0_453	To the seas we go!	向着大海，出发！
7962	map152_7c3ab381	0		His crew repeats this, as if it were a mantra, before we set sail.{w}\nI guess this was it. We were on our way to secure an Alarinthian alliance.	他的船员们像念咒语一样重复着这句话，随后我们起航了。{w}\n我想就是这样了。我们正前往争取阿拉林西亚的结盟。
7963	map152_077eabf2	0	char_jit_map152_1_0_495	Alright everybody, here we go!\nDon't forget your schedules, we need a smooth voyage!\nAnybody who slacks off will have no place in my new nation.	好了各位，出发了！\n别忘了你们的班次，我们需要一趟平稳的航行！\n谁敢偷懒，我的新国度里就没有他的位置。
7964	map152_55043729	0		She climbs up the rope netting on the side of the ship, and looks at the horizon.{w}\nWith a smile on her face, she points toward the vast body of water before us.	她爬上船侧的绳网，望向地平线。{w}\n她面带微笑，指向我们面前浩瀚的水域。
7965	map152_6c1e5833	0	char_jit_map152_1_0_495	To the seas we go!	向着大海，出发！
7966	map152_3de0da7d	0		Her crew repeats this, as if it were a mantra, before we set sail.{w}\nI guess this was it. We were on our way to secure an Alarinthian alliance.	她的船员们像念咒语一样重复着这句话，随后我们起航了。{w}\n我想就是这样了。我们正前往争取阿拉林西亚的结盟。
7967	map152_f5d694b1	0		Clicking the arrow in the top right will continue the story, and the voyage to Alarinthia.{w}\nIt is highly recommended that you complete the series of onboard Heart-to-Hearts.	点击右上角的箭头将继续剧情，前往阿拉林西亚的航行。{w}\n强烈建议你完成船上的一系列心灵交汇。
7968	map159_46b4ed2b	0		When I exit the ship, I notice everybody standing around outside.{w}\nUlric stands strong, and tall, but all of my other comrades look defeated.{w}\nFanning themselves, it's clear that the heat is the source of this exhaustion.	我走出船时，注意到所有人都站在外面。{w}\n乌尔里克身姿挺拔，但我的其他同伴都一脸疲惫。{w}\n他们扇着风，显然酷热正是这疲惫的根源。
7969	map159_0780fa60	0	char_valessa	Oh jeeze, this is almost unbearable!\nUlric, how do people even live in this heat...?\nIt's only been ten minutes, and I already feel like death.	哦天哪，这简直难以忍受！\n乌尔里克，这种酷热里人们到底怎么活的……？\n才过了十分钟，我就已经感觉要死了。
7970	map159_5010334e	0	char_ulric	You get used to it. Trust me.\nBesides, a lot of the natives are draconic.\nTheir bodies don't handle the mainland too well.	你会习惯的。相信我。\n再说，很多本地人都是龙族血统。\n他们的身体不太适应大陆。
7971	map159_9f2a6908	0	char_valessa	Oh, I think I read about that.\nHopefully they can adapt just as fast as we can.\nWe'll be marching into Balteus together, after all.	哦，我好像读到过这个。\n希望他们适应得和我们一样快。\n毕竟我们要一起进军巴尔泰乌斯。
7972	map159_807fa65b	0	char_ulric	Yeah, I wouldn't worry about it too much.\nJust make sure to have a drink on you at all times.\nIn these deserts, dehydration is your greatest enemy.	是啊，我不会太担心这个。\n只要确保随时带着水就行。\n在这种沙漠里，脱水是你最大的敌人。
7973	map159_f48a2d08	0	char_valessa	Right!	好的！
7974	map159_57971349	0		They part ways, and go about their business.{w}\nUlric goes toward Pro, and they start talking in private.{w}\nValessa ends up with Fortaime, so I need to find my own company.	他们分头走开，各忙各的。{w}\n乌尔里克朝普洛走去，两人开始私下交谈。{w}\n瓦莱莎和福泰姆凑到了一起，所以我得找自己的伴。
7975	map159_322ebcc0	0		Damek and Howl stand together, so I slowly walk toward them.{w}\nHopefully some of the tension had settled after the long voyage.{w}\nIt would be detrimental to have two senior staff constantly at arms.	达梅克和豪尔站在一起，我慢慢朝他们走去。{w}\n希望漫长的航行过后，有些紧张气氛已经平息。{w}\n两位高级幕僚一直剑拔弩张，对我们绝无好处。
7976	map159_515405bf	0	char_damek	Hello, [firstname].	你好，[firstname]。
7977	map159_d3ec4492	0	char_howl	Hey.	嘿。
7978	map159_d7eb3acb	0	char_damek	I was just about to ask Howl about Alarinthia.\nSurely it looks a lot different than it did back then.\nLegends dictate that it was once lush, and full of green.	我刚要问豪尔关于阿拉林西亚的事。\n那里肯定和当年大不一样了。\n传说它曾郁郁葱葱，遍地翠绿。
7979	map159_7d148c32	0	char_howl	Legends that lie.	骗人的传说。
7980	map159_6ce60ee1	0	char_damek	Wait, really...? But that can't be true.\nThe destruction of the idol turned it into this desert.\nWithout spiritual energy to nurture the land— Oh, wait...	等等，真的吗……？但那不可能是真的。\n灵像被毁才把它变成了这片沙漠。\n没有灵能滋养大地——哦，等等……
7981	map159_717a5b3a	0	char_howl	Precisely. Alarinthia has always looked this way.\nThis legend you speak of, is simply a poorly conjured tale.\nWe often create stories to understand what we cannot grasp.	正是。阿拉林西亚一直都是这副模样。\n你所说的那个传说，不过是编造得拙劣的故事。\n我们常常编造故事，来解释无法理解的事物。
7982	map159_4821ede3	0	char_howl	Correct. In our prison, we had no power.\nThere is no logic behind these assumptions of yours.\nAt least, no logic now that you know the truth of our kind.	没错。在我们的牢笼里，我们毫无力量。\n你这些假设毫无逻辑可言。\n至少，在你知道了我们族类的真相之后，就毫无逻辑了。
7983	map159_788db5d3	0	char_damek	Well isn't that wonderful news?\nAt least, it narrows our focus a little bit more.\nI could tell that was a source of stress, [firstname].	这不就是天大的好消息吗？\n至少，这让我们的关注点更集中了一些。\n我看得出，那一直是你压力的来源，[firstname]。
7984	map159_913bd8cc	0	char_howl	We are happy that we could ease some pain, Monarch.\nThe fear of losing your homeland? We can't even imagine.\nAt least it remained only that — a fear. We were not so lucky.	能减轻一些痛苦，我们很高兴，君主。\n害怕失去家园？我们连想象都做不到。\n至少它只停留在——恐惧本身。我们可没这么幸运。
7985	map159_a3014d1a	0	char_howl	Please refrain.	请别说了。
7986	map159_0c6352ee	0	char_howl	We imagine this is a big relief, especially for The Elder.\nThe anxiety of ruling a nation doomed to death? That would be too much.\nIf they have any further questions, do not hesitate to direct them our way.	我们想这对你们来说是莫大的宽慰，尤其是对长老而言。\n统治一个注定灭亡的国度的焦虑？那也太沉重了。\n如果他们还有别的问题，尽管让他们来找我们。
7987	map159_4a2388c9	0	char_howl	Thank you for your sympathy, Monarch, but it is not needed.\nPlease focus only on the present. Do not cloud your mind.\nIf you do — then the same fate may befall your kind, as well.	感谢你的同情，君主，但这并不必要。\n请只专注于当下。别让你的心蒙上阴云。\n若你如此——同样的命运也许也会降临到你的族类身上。
7988	map159_485fac6b	0		He crosses his arms, and looks around the docks.{w}\nI can tell he's wondering why we're still standing around.{w}\nAfter all, we were on a tight schedule with the ball, and all.	他抱起双臂，环顾码头。{w}\n我能看出他在纳闷我们为什么还站在这里。{w}\n毕竟，我们还要赶舞会的时间呢。
7989	map159_5918c65d	0	char_damek	Normally, there'd be a lengthy immigration process.\nBut due to the ball, this nation is open to everybody.\nIt's a long trek, but we can head straight into the city.	正常情况下，会有冗长的入境手续。\n但因为舞会，这个国家对所有人开放。\n路很远，但我们可以直接进城。
7990	map159_eb0d001b	0	char_damek	Look for Vivien, I presume.\nIf we can't find her in time, then we'll head to the ball.\nBut meeting her before then would be a huge advantage.	我猜，是去找薇薇安吧。\n如果没能及时找到她，我们就直接去舞会。\n但在那之前见到她会是个巨大的优势。
7991	map159_83efddc9	0	char_howl	We agree with this course of action, [firstname].\nHowever, our knowledge of Alarinthia is not very deep.\nWe'd suggest working closely with Ulric in this endeavor.	我们赞同这个方案，[firstname]。\n不过，我们对阿拉林西亚的了解并不深。\n我们建议在这件事上与乌尔里克紧密合作。
7992	map159_9c45acfb	0		I nod, agreeing with what they both have to say.{w}\nAs if that was to dismiss me, they both turn away.{w}\nIt's nice to see that they're getting along, at least.	我点点头，赞同他们两人的说法。{w}\n仿佛那就是打发我走的意思，他们双双转过身去。{w}\n至少很高兴看到他们相处融洽。
7993	map159_ce87de42	0		Ulric and Pro seem to be done with their conversation, as well.{w}\nMaking my way over to Ulric, I notice something \"odd.\"{w}\nOut of the corner of my eye, someone is staring at me.	乌尔里克和普洛似乎也谈完了。{w}\n我朝乌尔里克走去时，注意到一件“怪事”。{w}\n我眼角余光里，有人在盯着我。
7994	map159_0f128a8c	0	char_jit_map159_1_0_363	Hmm...	嗯……
7995	map159_9c5ed87e	0		I make eye contact with them, and they quickly run away.{w}\nThat was concerning. Being by Ulric is probably a good idea right now.{w}\nAs I approach him, he smiles at me. Odd. I thought he'd be miserable.	我与他们对上视线，他们立刻跑开了。{w}\n这让人不安。此刻待在乌尔里克身边大概是个好主意。{w}\n我走近他时，他朝我笑了笑。奇怪。我还以为他会很痛苦。
7996	map159_0fa9d8d2	0	char_ulric	Hey there, [firstname]. Welcome to my homeland.\nForecast calls for excruciating heat, and a chance of death.\nJust a chance, though. Let's hope it stays that way, right?	嘿，[firstname]。欢迎来到我的故乡。\n天气预报说会有酷热难耐，以及一定的死亡概率。\n不过只是概率。希望它一直如此，对吧？
7997	map159_e9b7ad8f	0		I nod. I guess he's using some humor to cope.	我点点头。我猜他是用点幽默来排解。
7998	map159_9ced71e8	0	char_ulric	Let me guess, you have a lot of questions?\nI'll try my best to answer, but make it quick.\nWe're on a strict timer here, we can't fail.	让我猜猜，你有很多问题？\n我会尽力解答，但请快一点。\n我们时间很紧，不能失败。
7999	map159_0083951d	0		He motions toward the vast desert before us.{w}\nHonestly, it seems to go on forever. It's crazy.	他朝我们面前广袤的沙漠示意。{w}\n老实说，它看起来仿佛无边无际。太疯狂了。
8000	map159_d3946a7f	0	char_ulric	The ball starts in around eight hours. Dinnertime.\nIf we don't move fast, we won't be able to make it.\nYou know what's at stake, [firstname]. Let's get going.	舞会大约八小时后开始。正好是晚餐时间。\n如果我们不快点，就赶不上了。\n你知道赌注是什么，[firstname]。我们走吧。
