# dialogue chunk 0004  entries 1201-1600 of 10370
# seq	block	idx	speaker	source	target
1201	map061_febeefe8	0	char_jit_map061_1_0_13	Damek, may I speak with you?	达梅克，我能和你说句话吗？
1543	map067_f7980cc4	0	char_fortaime	Oh, is that what this is...?\nWell, I did want to have some private time, actually.\nHey — I have an idea. [firstname]! Follow me over here!	哦，你是说这个……？\n其实，我确实想有点独处的时间。\n嘿——我有个主意。[firstname]！跟我到这边来！
1544	map067_f7980cc4_1	0	char_fortaime	Oh, is that what this is...?\nWell, I did want to have some private time, actually.\nHey — I have an idea. [firstname]! Follow me over here!	哦，你是说这个……？\n其实，我确实想有点独处的时间。\n嘿——我有个主意。[firstname]！跟我到这边来！
1545	map067_84d83474	0	char_fortaime	I can see why you'd think that. It's crazy busy.\nWell, I did want to have some private time, actually.\nFollow me over here — I think I know a spot.	我能理解你为什么这么想。这里实在太挤了。\n其实，我确实想有点独处的时间。\n跟我到这边来——我知道一个地方。
1546	map067_8a68f906	0	char_fortaime	Yeah, I think that's on all of our minds.\nHey — let's go someplace private for a bit.\nNo need to talk about this in front of everybody.	是啊，我想我们都在想这事。\n嘿——我们找个清静地方待会儿吧。\n没必要当着大家的面谈这个。
1547	map067_b4e0f24a	0		He grabs an apple out of his pocket, and gives me a sly smirk.{w}\nIt's the one Ulric bought for him. He must not have eaten it yet.{w}\nAs he runs away, I follow him — and we end up in a nearby back alley.	他从口袋里掏出一个苹果，冲我狡黠地一笑。{w}\n那是乌尔里克给他买的那个。他一定是还没舍得吃。{w}\n他跑开了，我跟了上去——最后我们来到附近的一条后巷。
1548	map067_2437ede1	0	char_fortaime	See? Much better!\nI can actually hear myself think, now.\nLet's grab a seat and relax. We deserve it.	看？好多了吧！\n现在我总算能静下来想事了。\n我们找个地方坐下来歇歇。这是应得的。
1549	map067_c6088f7c	0		He motions to the ground. It didn't seem comfortable, but it would do.{w}\nI sit down and rest my back against the wall. He promptly sits down beside me.{w}\nHolding out the apple, he inspects it, almost like he's a bit hesitant to eat it.	他指了指地面。看着不太舒服，但也凑合。{w}\n我坐下，把背靠在墙上。他立刻在我身边坐下。{w}\n他举着苹果端详，像是有点舍不得吃。
1550	map067_f1e16697	0	char_fortaime	I wonder if it'll taste like I remember...\nIt's only been around twenty years, after all.\nHey — let's share it! You should try some, too.	不知道尝起来还会不会是我记忆中的味道……\n毕竟也就过了二十年而已。\n嘿——我们一起分着吃吧！你也该尝尝。
1551	map067_b3bdccb4	0		He giggles nervously, and places his head on my shoulder.	他紧张地咯咯笑了几声，把头靠在我肩上。
1552	map067_b05f7f52	0	char_fortaime	You said this was a date, right...?\nImagine how mean it would be if I {i}didn't{/i} share.\nBesides, I'd like to spend this moment with someone special.	你说过这是场约会，对吧……？\n要是我{i}不分{/i}给你，那得多坏啊。\n再说，我想和特别的人一起度过这一刻。
1553	map067_242de6eb	0		After a brief pause, he lets out a sigh of relief.{w}\nI guess he was worried that the physical contact might not be okay.{w}\nHolding up the apple, he inspects it one final time, blushing.	短暂停顿后，他松了口气。{w}\n我猜他是担心这样的身体接触会不会不合适。{w}\n他举起苹果，红着脸最后端详了一次。
1554	map067_3efa9664	0	char_fortaime	Here goes nothing...?	那就豁出去了……？
1555	map067_bfb5d60b	0		Moments after, he takes a large bite.{w}\nJuices drip down his chin as he shakes with excitement.{w}\nThe look on his face tells me that it's every bit as good as he remembers.	片刻之后，他咬了一大口。{w}\n他激动得发抖，汁水顺着下巴滴落。{w}\n他脸上的神情告诉我，这味道和他记忆里的一模一样。
1556	map067_d666036e	0	char_fortaime	Wow...!\nYou have {i}got{/i} to try this, [firstname]!	哇……！\n你{i}一定{/i}得尝尝这个，[firstname]！
1557	map067_d666036e_1	0	char_fortaime	Wow...!\nYou have {i}got{/i} to try this, [firstname]!	哇……！\n你{i}一定{/i}得尝尝这个，[firstname]！
1558	map067_2c3da8df	0		He holds it up, offering it to me.{w}\nI never got to try these when I was younger.{w}\nBut Fortaime always spoke the world of them.	他举起苹果递给我。{w}\n我小时候从没机会尝过这种苹果。{w}\n但福泰姆总是对它赞不绝口。
1559	map067_6c629585	0		Accepting it with a smile, I grip it in my left hand.{w}\nTo make Fortaime more comfortable, I wrap my right arm around him.{w}\nHe leans in closer, letting out a noise I can only describe as \"happy and content\".	我笑着接过，用左手握住。{w}\n为了让福泰姆更自在些，我用右臂搂住他。{w}\n他靠得更近，发出一声我只能形容为“幸福又满足”的轻哼。
1560	map067_b4cb6365	0		With a large crunch, I bite into the apple. The sweetness immediately assaults me.{w}\nIt's overwhelming, and my eyes shoot wide open. It's shocking, and delicious.{w}\nI always doubted that they'd be as good as he said. I was unequivocally wrong.	我咔嚓一声咬下一大口，甜味立刻冲击而来。{w}\n强烈得让我瞪大了眼睛。既震撼又美味。{w}\n我一直怀疑它是否真有他说的那么好。显然我彻底错了。
1561	map067_c3d78797	0	char_fortaime	See, I told you!\nIt was totally worth the wait.	看吧，我说过的！\n这等待完全值得。
1562	map067_c0688b42	0		I nod, and hand the apple back to him.{w}\nWe share it with each other, taking turns until it's all gone.{w}\nAfter placing the core on the ground, he rests his head on me once more.	我点点头，把苹果递还给他。{w}\n我们轮流分享，直到把它吃得一干二净。{w}\n他把果核放到地上，又把头靠在我身上。
1563	map067_658cf8e9	0	char_fortaime	But so was this...	但这个也一样值得……
1564	map067_352bf6d7	0		He gulps, as if he's nervous.	他咽了口口水，像是有些紧张。
1565	map067_cbedc853	0	char_fortaime	You know, I've never been on a date before.\nHonestly, this doesn't feel any different from normal.\nI guess that just means we're comfortable with each other.	你知道，我从没约过会。\n老实说，这跟平时也没什么不同。\n我想这说明我们在一起很自在。
1566	map067_d7a76ba4	0	char_fortaime	But do you think the other people will be comfortable with this...?\nI don't think a Seer has ever dated an Elder, before.	可你觉得其他人会接受这样吗……？\n据我所知，还没有哪任先知和长老约会过。
1567	map067_41f33e88	0	char_fortaime	But do you think the other people will be comfortable with this...?\nI don't think a Seer has ever dated a Scribe, before.	可你觉得其他人会接受这样吗……？\n据我所知，还没有哪任先知和书记官约会过。
1568	map067_618c0630	0	char_fortaime	I hope we're not doing anything wrong.	希望我们没做错什么。
1569	map067_e93309f8	0	char_fortaime	Oh okay, that's a relief.\nTo be honest, I've always wanted to do this, but I was scared.\nI guess I'm thinking about things differently, now. 	哦，好吧，那我就放心了。\n说实话，我一直想这么做，但我不敢。\n我想现在我的想法不一样了。
1570	map067_1625a275	0	char_fortaime	You know, there's so much going on lately.\nIt's nice to just put it all on pause with someone like you.\nI feel like I could stay in this alley forever. It's peaceful.	你知道，最近事情太多了。\n和你这样的人一起把这些暂时抛开，真好。\n我感觉自己可以永远待在这条巷子里。很安宁。
1571	map067_4d7c5a88	0	char_fortaime	Fair enough! That's a good way to look at things.\nPersonally, I put a lot of weight on what others think about me.\nThat's probably not a good thing to do. But it's a hard habit to break.	说得也对！这么想挺好。\n就我个人而言，我很在意别人怎么看我。\n这大概不是什么好事。但这习惯很难改。
1572	map067_0005aa83	0	char_fortaime	You know, there's so much going on lately.\nIt's nice to just put it all on pause with someone like you.\nI feel like I could stay in this alley forever. It's peaceful.	你知道，最近事情太多了。\n和你这样的人一起把这些暂时抛开，真好。\n我感觉自己可以永远待在这条巷子里。很安宁。
1573	map067_1f2b30fb	0	char_fortaime	But I don't want to rush into anything, you know?\nSo let's take this one step at a time. Slowly.\nSharing this apple was good enough for me.	但我不想急着怎样，你懂吗？\n所以我们一步一步来。慢慢来。\n能一起分这个苹果，我就很满足了。
1574	map067_d7bd5c78	0		He releases his grip on my arm, and stands up.	他松开我的手臂，站了起来。
1575	map067_6f0462ec	0		He stares directly at the apple, watching it glisten in the sunlight.	他直直地盯着那个苹果，看它在阳光下闪闪发亮。
1576	map067_e653e48c	0	char_fortaime	You know, I'm kinda scared to eat it.\nI'm worried it might not live up to my memories.\nThings don't usually work out that way. Why should this...?	你知道，我有点不敢吃。\n我怕它比不上我记忆中的味道。\n事情通常都不会如愿。凭什么这个会例外……？
1577	map067_989bab6f	0		He shrugs, and then looks up at me.	他耸耸肩，然后抬头看向我。
1578	map067_3efa9664_1	0	char_fortaime	Here goes nothing...?	那就豁出去了……？
1579	map067_318603b9	0		He raises it up to his mouth, and takes a large bite.{w}\nShaking with excitement, juices drip down his chin.{w}\nI can tell that it's just as good as he remembers.	他把苹果送到嘴边，咬下一大口。{w}\n他激动得发抖，汁水顺着下巴滴落。{w}\n我看得出，这味道和他记忆里的一样好。
1580	map067_d666036e_2	0	char_fortaime	Wow...!\nYou have {i}got{/i} to try this, [firstname]!	哇……！\n你{i}一定{/i}得尝尝这个，[firstname]！
1581	map067_d666036e_3	0	char_fortaime	Wow...!\nYou have {i}got{/i} to try this, [firstname]!	哇……！\n你{i}一定{/i}得尝尝这个，[firstname]！
1582	map067_77d9f12d	0		He holds it up, offering it to me — his hands practically shaking.{w}\nI grab it from him, and inspect it. It's incredibly soft and juicy.{w}\nThey must've grown this differently, in order to make it special.	他举起苹果递给我——手几乎在抖。{w}\n我接过来端详。它异常柔软多汁。{w}\n他们一定是用了不同的种法，才让它如此特别。
1583	map067_7f58c6bf	0		But I wonder why The Triumvirate would ban this from trade.{w}\nIt seems harmless, and I can't remember the last time Fortaime was so happy.{w}\nI take a bite, with a loud crunch, and start chewing. The sweetness is overwhelming.	可我不明白三人执政团为什么要禁止它交易。{w}\n它看起来无害，而且我已经想不起福泰姆上次这么开心是什么时候了。{w}\n我咔嚓一声咬下一口，嚼了起来。甜味扑面而来。
1584	map067_8be4f6d4	0		I always doubted how good this apple would be. Fortaime really talked it up.{w}\nThere was always a worry in the back of my mind that it wasn't really {i}that{/i} good.{w}\nHowever, after finally tasting it — I know I was unequivocally wrong. It was amazing.	我一直怀疑这苹果能有多好吃。福泰姆实在是把它吹上天了。{w}\n我心里始终隐隐担心它其实没那么{i}好吃{/i}。{w}\n可终于尝到之后——我知道自己彻底错了。好吃得惊人。
1585	map067_096ce680	0	char_fortaime	See, I told you...!\nI can't believe I'm eating this again.\nI just wish my parents could be here.	看吧，我说过的……！\n真不敢相信我又吃到它了。\n只是希望我父母也能在这里。
1586	map067_3ca4a7a3	0		I hand him back the apple, and we slowly take turns eating it.{w}\nMinutes later, only the tiny core remains. We really went to town on it.{w}\nPlacing it down by his side, Fortaime rests against the wall, sighing.	我把苹果递还给他，我们慢慢轮流吃着。{w}\n几分钟后，只剩下一小截果核。我们吃得可真是干净。{w}\n福泰姆把果核放在身边，靠着墙，叹了口气。
1587	map067_e387f0ba	0	char_fortaime	Thanks for sharing that with me, [firstname]...\nActually, thanks for hanging out with me at all.\nI know there's so much to do — I'm really honored.	谢谢你和我一起分享，[firstname]……\n其实，谢谢你能陪我待一会儿。\n我知道你有那么多事要做——我真的很荣幸。
1588	map067_e387f0ba_1	0	char_fortaime	Thanks for sharing that with me, [firstname]...\nActually, thanks for hanging out with me at all.\nI know there's so much to do — I'm really honored.	谢谢你和我一起分享，[firstname]……\n其实，谢谢你能陪我待一会儿。\n我知道你有那么多事要做——我真的很荣幸。
1589	map067_d599efd6	0		He smiles before standing back up. I do so as well.{w}\nThere was no point in this quest if I couldn't have fun along the way.{w}\nOur bond could flourish, even during war. That was an incredible friendship.	他笑了笑，站起身来。我也跟着起身。{w}\n如果一路都不能享受乐趣，这趟旅程便毫无意义。{w}\n即便身处战火，我们的羁绊也能绽放。那是一段了不起的友谊。
1590	map067_6d5687ca	0	char_fortaime	Back to business, I guess?\nBut mark my words, I'm gonna get that climbing gear.\nAnd a second set, too. I'll make an Apprentice out of you, yet.	又该回去办正事了吧？\n但我把话撂在这儿，我一定要弄到那套攀爬装备。\n还要再买一套。总有一天我也要把你培养成学徒。
1591	map067_d9c070af	0		He smirks, and runs back out into the markets.{w}\nI follow after him, and we regroup with everybody else.{w}\nThat was a nice distraction. But it was time to get things back on track.	他咧嘴一笑，跑回了集市。{w}\n我跟了上去，和大伙重新会合。{w}\n刚才那段插曲不错。但该让事情重回正轨了。
1592	map231_8c7e89cb	0		As I wander the town square of Mazeo, I notice Sovy checking out the market stalls.{w}\nHe seems completely engrossed by everything. Like he finally has time to stop and look.{w}\nIt makes sense. Until now, it's likely that he was always on a mission for The Triumvirate.	我在马泽奥的城广场闲逛时，注意到索维正挨个看着摊位。{w}\n他看起来对一切都全神贯注，像是终于有时间停下来看看。{w}\n这倒也合理。直到现在，他大概一直忙于为三人执政团执行任务。
1593	map231_e9bcd285	0		After exploring the markets for a while, he approaches me.{w}\nIt doesn't look like he bought anything. He was just looking around.	他在集市里转了一阵，随后朝我走来。{w}\n看样子他什么都没买，只是随便看看。
1594	map231_075dd576	0	char_sovy	So many useless items. People actually buy these things...?\nBack in Balteus I got used to having the bare minimum.\nAnything more than that is a pointless luxury. A waste.	这么多没用的东西。居然真有人买这些……？\n在巴尔泰乌斯，我早已习惯了最低限度的生活。\n多一点都算毫无意义的奢侈。浪费。
1595	map231_5c4aa4ff	0	char_sovy	Yet I must say — some of it {i}does{/i} have a certain appeal.\nThere were some very unique writing utensils. I might look into them.\nNot that I fancy myself a writer, or anything. They just caught my eye.	不过我得说——有些东西{i}的确{/i}别有一番吸引力。\n有几件很别致的书写工具。我或许会去看看。\n倒不是说我自认是什么文人。只是它们吸引了我的目光。
1596	map231_068e63c8	0		He points to the nearby alleyway, and tilts his head toward it.	他指向附近的小巷，朝那边歪了歪头。
1597	map231_179e0d36	0	char_sovy	Would you follow me into that alley, [firstname]?\nI think we need to get away from all of these people.	你愿意跟我进那条小巷吗，[firstname]？\n我想我们得离这些人远一点。
1598	map231_e15f5da0	0	char_sovy	It won't take too long, I promise.\nI just remembered what we talked about before.\nThere's a trick or two I can teach you with that blade.	不会花太久，我保证。\n我刚想起我们之前谈过的事。\n关于那把刃，我能教你一两手。
1599	map231_6cc830fb	0	char_sovy	Stop it. That's not what I meant.\nIt's about that blade. I know a trick or two.\nI think I can teach you while we have a moment.	别闹。我不是那个意思。\n是关于那把刃的。我懂一两手。\n趁我们现在有空，我想我能教你。
1600	map231_b9a4c650	0	char_sovy	No. But you don't have any other choice.\nYou'll be using that blade when you assault Balteus.\nIf you don't know how to use it — you'll probably die.	不。但你别无选择。\n进攻巴尔泰乌斯时你得用那把刃。\n要是不会用——你多半会死。
