# dialogue chunk 0003  entries 801-1200 of 10370
# seq	block	idx	speaker	source	target
801	map046_7da59578	0		He sniffles softly, like he overcame his imminent tears.	他轻轻抽了抽鼻子，像是忍住了即将夺眶的泪水。
1181	click_map060_27_EV027_2bd2e795	0	char_valessa	I've always wondered that!	我一直也纳闷呢！
1182	click_map060_27_EV027_e000f659	0	char_pro	It's bugging me, and I've only known him for a day.\nIt must bother you so much. You've known him forever.	我认识他才一天，就已经被这名字困扰了。\n你应该更介意才对。你认识他那么久了。
1183	click_map060_27_EV027_7b0d5a1b	0	char_valessa	Yeah! But you're good at getting info, right...?	是啊！但你不是很擅长套消息吗……？
1184	click_map060_27_EV027_ca264325	0	char_pro	That's what I've been told.	别人都这么说。
1185	click_map060_27_EV027_cdad847c	0	char_valessa	Maybe we can work together to find this out...!\nI wanna know just what \"Fortaime\" really means.	也许我们可以一起把这事查清楚……！\n我想知道“福泰姆”到底是什么意思。
1186	click_map060_27_EV027_507daf65	0	char_pro	Okay, let's do it!\nPro and Valessa — on the case!	好，就这么办！\n普洛和瓦莱莎——联手破案！
1187	click_map060_34_EV034_9a07983e	0	char_valessa	So this is the only way to enter Mazeo?	所以这是进入马泽奥的唯一途径？
1188	click_map060_34_EV034_fca85c12	0	char_pro	From the Valinorth side, at least.\nThe wall stretches to both sides of the mountains.\nThere's no way to get past it, unless you climbed over.	至少从瓦利诺斯这一侧是这样。\n城墙一路延伸到山脉两侧。\n除非翻越过去，否则没法绕过它。
1189	click_map060_34_EV034_e5c97097	0	char_valessa	Why didn't we just do that, then...?	那我们为什么不干脆翻过去……？
1190	click_map060_34_EV034_aa90ecd3	0	char_pro	Seriously? Never thought I'd hear you say that.\nI thought you were pretty much \"by the books\", Valessa.	你说真的？没想到会从你嘴里听到这话。\n我还以为你是个十足的“照章办事”的人呢，瓦莱莎。
1191	click_map060_34_EV034_8e3b4934	0	char_valessa	What's that supposed to mean!?	你这话什么意思！？
1192	click_map060_34_EV034_2527a2e1	0	char_pro	I just didn't think you'd want to break the law.\nBesides, it wouldn't work. There's guards on the other side.\nAny \"hop-overs\" are quickly arrested — and punished, too.	我只是没想到你会愿意违法。\n再说，那也成不了。另一边也有守卫。\n任何“翻墙客”都会很快被捕——还会受到惩处。
1193	click_map060_34_EV034_ec0bb04d	0	char_valessa	Hop-overs...?	翻墙客……？
1194	click_map060_34_EV034_1cba45e5	0	char_pro	Yeah, that's what they call them.\nYou build a gate like this, you're gonna get some hop-overs.\nTrust me — they have a counter for every possible scheme.	是啊，他们就是这么叫的。\n建起这样一道城门，就难免会有翻墙的人。\n相信我——每一种可能的伎俩，他们都有应对之策。
1195	click_map060_34_EV034_a901e403	0	char_valessa	I guess they've thought of it all...\nOh well, nothing we can do about that.\nLet's just head inside, and continue this.	看来他们把能想的都想到了……\n唉，那也没办法。\n我们先进城，接着再聊。
1196	click_map060_64_EV064_66d4f1b4	0	char_fortaime	Wow, there's so many people in there...!\nAnd it sounds super noisy. Is it always like that?	哇，里面好多人……！\n而且听起来超吵。一直是这样吗？
1197	click_map060_64_EV064_2cc8c883	0	char_ulric	Pretty much.\nBut why are we standing here talking about it?\nYou realize we can walk right in and see it, right?	差不多吧。\n不过我们干吗站在这儿聊这个？\n你知道我们直接走进去就能看到，对吧？
1198	click_map060_64_EV064_aa8a7b91	0	char_fortaime	Oh, right...\nGuess I was just waiting on The Seer.	哦，对哦……\n大概我一直在等先知吧。
1199	click_map060_64_EV064_b9b60de2	0	char_fortaime	Oh, right...\nGuess I was just waiting on The Seeress.	哦，对哦……\n大概我一直在等先知吧。
1200	map061_eff6a926	0		Damek's advisor approached him with a sense of urgency.{w}\nHaving received a summons from Lillith, it was finally time.{w}\nThe future of Mazeo, and The Rebellion, would be decided.	达梅克的顾问带着几分急切走近他。{w}\n接到了莉莉丝的召见，这一刻终于来临。{w}\n马泽奥与反抗军的未来，即将就此定夺。
