# dialogue chunk 0011  entries 4001-4400 of 10370
# seq	block	idx	speaker	source	target
4001	map240_d2c8a924	0		He clutches the pendent close to his chest.	他把吊坠紧紧贴在胸前。
4306	map253_a661c5c8	0	char_fortaime	Thanks for everything, [firstname].\nI think you have some planning to do, so I'll let you go.	谢谢你做的一切，[firstname]。\n我想你还有些计划要做，我就不留你了。
4307	map253_b549c627	0	char_valessa	Yeah. Just know that I'll {i}never{/i} forget our time together.\nIf we play our cards right, then we can have more of that after the war.\nI know things have been crazy, but with you two by my side, it's been easier.	是啊。只是你要知道，我{i}永远不会{/i}忘记我们共度的时光。\n如果我们走对了棋，战后还能有更多这样的日子。\n我知道这一路很疯狂，但有你们俩在我身边，一切都容易了些。
4308	map253_4be577fc	0		With the hug broken, we nod at one another with big smiles.{w}\nI'm sure we'd see each other again, so I don't let it get me down.{w}\nThere was no way we'd get to the end of this without crossing paths again.	拥抱结束后，我们笑容满面地互相点头。{w}\n我相信我们还会再见的，所以没让自己消沉。{w}\n我们不可能走到最后都不再相遇。
4309	map253_60b3ec78	0		I make my way over to Damek and Howl, scanning my surroundings as I do.{w}\nOur Pirate allies run about the ship, making last minute preparations and adjustments.{w}\nIt's nice to know that we had their sailing expertise. So many important people were on board.	我朝达梅克和豪尔走去，一边走一边打量着四周。{w}\n我们的海盗盟友在船上四处奔忙，做着最后的准备和调整。{w}\n有他们的航海本领在，真让人安心。船上有这么多重要的人物。
4310	map253_adcd7532	0		Because of that, something told me that our ship would be in the very front of the pack.{w}\nBut I wouldn't know for sure until I talked to Damek and Howl. They turn to face me.{w}\nI can tell that they're stressed out. It's apparent on their faces. I ask them what's up.	正因如此，我有种预感，我们的船会排在船队的最前面。{w}\n但在和达梅克、豪尔谈过之前，我还不能确定。他们转身面向我。{w}\n我看得出他们压力很大。这明明白白写在脸上。我问他们怎么了。
4311	map254_cc31b3ac	0	char_damek	Hey, [firstname]. We were just taking care of some planning.\nI think we have a pretty good idea of what we're going to do.\nNow that we've talked it out, I think our chances are great.	嘿，[firstname]。我们刚在处理一些计划。\n我想我们已经很清楚要做什么了。\n既然谈开了，我觉得我们胜算很大。
4312	map254_0dade3e5	0	char_howl	Damek is correct. Our confidence has increased tenfold.\nThanks to some last minute information, we now have the edge.\nHopefully we can keep that when we put our plan into practice.	达梅克说得对。我们的信心增长了十倍。\n多亏了最后关头得到的情报，我们现在占了上风。\n希望把计划付诸实践时，我们还能保持这一点。
4313	map254_59d917d7	0		They both glance over at Sovy. I know that he gave them the information.{w}\nI'm glad that they trusted him enough to base their plan around his intel.{w}\nBack when we left Alarinthia, our alliance and trust seemed so shaky.	他们俩都朝索维瞥了一眼。我知道那情报是他给的。{w}\n我很高兴他们信任他，甚至以他的情报为基础制定计划。{w}\n当初我们离开阿拉林西亚时，我们的结盟和信任还显得那么脆弱。
4314	map254_88a89a72	0		They glance at the scrolls that they're holding.{w}\nI notice Gryz's signature on them, as well as a Mazean seal.{w}\nHe worked for The Triumvirate too, so I'm sure his intel would be valuable.	他们瞥了一眼手中握着的卷轴。{w}\n我注意到上面有格瑞兹的签名，还有一枚马泽奥的印章。{w}\n他也曾为三人执政团效力，所以我确信他的情报会很有价值。
4315	map254_f4e73997	0	char_damek	I guess I should tell everybody what we're planning, then.\nI'll go stand at the head of the ship — and give myself a platform.\nThey might want to hear from you too, [firstname]. So be ready. 	那么，我想我该告诉大家我们的计划了。\n我会站到船头去——给自己搭个台子。\n他们可能也想听你说几句，[firstname]。所以做好准备。
4316	map254_1ecf05d8	0	char_howl	We would like to tell everybody what we're planning.\nIf we stand at the head of the ship, we'll have a better platform to speak.\nThey might want to hear from you too, [firstname]. So be prepared.	我们想告诉大家我们的计划。\n如果站在船头，我们会有个更好的讲话位置。\n他们可能也想听你说几句，[firstname]。所以做好准备。
4317	map254_05ead767	0		I stand back, and watch as he takes slow steps toward the head of the ship.{w}\nI didn't even know what they were planning — so I'd be learning at the same time.{w}\nHowever, due to the fact that they were working together, I knew we were in good hands.	我退到一旁，看着他一步步缓缓走向船头。{w}\n我甚至不知道他们的计划是什么——所以我会和大家同时得知。{w}\n不过，既然他们通力合作，我知道我们很稳妥。
4318	map254_ca7c67de	0		Alex watches him pass by, and I can tell that he's tired of waiting around.{w}\nIt wouldn't be much longer before we set sail, so I hope he can wait a bit longer.{w}\nOnce the pirates start preparing the ship to leave, their shouts would drown everything out.	亚历克斯看着他走过，我看得出他已经等得不耐烦了。{w}\n我们很快就要启航了，希望他能再等一会儿。{w}\n一旦海盗们开始为出发做准备，他们的喊声会盖过一切。
4319	map254_d3233103	0		Nada watches him pass by, and I can tell that she's tired of waiting around.{w}\nIt wouldn't be much longer before we set sail, so I hope she can wait a bit longer.{w}\nOnce the pirates start preparing the ship to leave, their shouts would drown everything out.	娜达看着他走过，我看得出她已经等得不耐烦了。{w}\n我们很快就要启航了，希望她能再等一会儿。{w}\n一旦海盗们开始为出发做准备，他们的喊声会盖过一切。
4320	map254_418e204f	0		After a few more moments, he reaches the head of the ship, and clears his throat.{w}\nGathering the attention of everybody nearby, he mounts a crate to get higher ground.{w}\nA silence overtakes the entire ship. But he has no problem rising to overcome it.	又过了片刻，他走到船头，清了清嗓子。{w}\n他吸引了附近所有人的注意，爬上一个木箱以站得更高。{w}\n整艘船陷入沉默。但他毫不费力地开口，压过了这份寂静。
4321	map254_fedb1473	0	char_damek	Well, I guess this is the eve of our final attack.\nI know many of you are wondering just what's going to happen.\nI'll explain more later — but right now, I can tell you a {i}bit{/i} of what we're planning.	那么，我想这就是我们最后进攻的前夜了。\n我知道你们很多人都想知道究竟会发生什么。\n我稍后会详细说明——但现在，我可以告诉你们我们计划的{i}一部分{/i}。
4322	map254_101133ee	0	char_damek	We should arrive in Balteus just as the sun is rising.\nWhen we do — we'll all be meeting at a central location for one final meeting.\nIt's important that everybody is on the same page before we take any big steps.	我们大概会在太阳升起时抵达巴尔泰乌斯。\n到那时——我们会在一个中心地点集合，开最后一次会。\n在采取任何重大行动之前，所有人达成共识很重要。
4323	map254_8bf67ecd	0	char_damek	However, our first big step will be to secure The Grand Library.\nHolding the proprieter hostage, we'll station our army there as a pseudo-HQ.\nI bet you're wondering why we've chosen the library. Well, our reasoning is twofold.	不过，我们的第一个重大行动是拿下大图书馆。\n我们会扣押馆主作为人质，把军队驻扎在那里，当作临时总部。\n我打赌你们在想为什么选图书馆。我们的理由有两点。
4324	map254_67f2f078	0	char_damek	First of all — we've been told that The Honor Guard cannot set foot inside.\nThere's some sort of ward on the property. Presumably so the owner can be alone.\nWe're not sure why they prefer to work alone, but we know they're important to The Triumvirate.	首先——我们听说荣誉卫队不能踏进那里。\n那片产业上有某种结界。大概是为了让主人能独处。\n我们不确定他们为何偏好独自工作，但我们知道他们对三人执政团很重要。
4325	map254_b1a68de3	0	char_damek	That is part of our second reason. Taking them hostage, we will extract information.\nWe need anything we can gather that will help us with our next step — the final attack.\nWhile information is extracted, we can use the safety of the library to rest and recuperate.	这也是我们第二个理由的一部分。抓住他们当人质，我们就能获取情报。\n我们需要尽可能搜集一切有助于下一步——最终进攻——的东西。\n在获取情报的同时，我们可以利用图书馆的安全来休整恢复。
4326	map254_d8753dc4	0	char_damek	After that rest, we will gather one more time, and begin our final assault.\n[firstname] will lead a small team, and infiltrate the castle, attacking The Triumvirate directly.\nThe rest of us will lead The Honor Guard to the Town Square, and fight them there as a distraction.	休整之后，我们会再次集结，开始最后的进攻。\n[firstname] 会带领一支小队潜入城堡，直接攻击三人执政团。\n我们其余的人会把荣誉卫队引到城镇广场，在那里与他们交战，作为牵制。
4327	map254_d6f05643	0	char_damek	With a distraction as large as we're planning, [firstname] should be unimpeded.\nHe will kill The Triumvirate, and destroy the large idol at the back of their chambers.\nWe believe this idol to be of importance to them, so we must destroy it in order to win.	有了我们计划中如此大规模的牵制，[firstname] 应该不会受阻。\n他会杀掉三人执政团，并摧毁他们内殿后方的那座大灵像。\n我们相信这座灵像对他们很重要，所以必须摧毁它才能取胜。
4328	map254_8d2a1f62	0	char_damek	With the blade plunged into that idol — [firstname] will tap into its power.\nHe will use it to deactivate The Honor Guard, and the suits of armor will crumble.\nAt that point, victory is ours. We will gather in the castle atrium and count the survivors.	把剑刺入那座灵像——[firstname] 就能汲取它的力量。\n他会用它让荣誉卫队失效，那些铠甲也会随之崩解。\n到那时，胜利就是我们的了。我们会在城堡中庭集合，清点幸存者。
4329	map254_fb974a0c	0	char_damek	With a distraction as large as we're planning, [firstname] should be unimpeted.\nShe will kill The Triumvirate, and destroy the large idol at the back of their chambers.\nWe believe this idol to be importance to them, so we must destroy it right away.	有了我们计划中如此大规模的牵制，[firstname] 应该不会受阻。\n她会杀掉三人执政团，并摧毁他们内殿后方的那座大灵像。\n我们相信这座灵像对他们很重要，所以必须立刻摧毁它。
4330	map254_c87e3d7d	0	char_damek	With the blade plunged into that idol — [firstname] will tap into its power.\nAs it fades away, she will use its energy to deactivate every member of The Honor Guard.\nAt that point, victory is ours. We will gather in the castle atrium and count the survivors.	把剑刺入那座灵像——[firstname] 就能汲取它的力量。\n随着它消散，她会用它的能量让荣誉卫队的每一名成员失效。\n到那时，胜利就是我们的了。我们会在城堡中庭集合，清点幸存者。
4331	map254_3d668895	0		Everybody looks at me as Damek explains this part of the plan.{w}\nIt's my first time hearing it, but all of it makes perfect sense. It's a good strategy.{w}\nWe don't know what the idol is, but I could definitely use its power, like I did in our HQ.	达梅克解释计划的这一部分时，所有人都看着我。{w}\n我也是第一次听说，但一切都非常合理。这是个好策略。{w}\n我们不知道那灵像是什么，但我肯定能利用它的力量，就像我在总部里那样。
4332	map254_f921bab7	0		With The Triumvirate dead, and their Honor Guard dissolved, victory was ours.{w}\nWe'd still have to worry about Halin and Shane, but I'm sure they'd pop up somewhere.{w}\nI feel confident. Giving everybody a nod, they turn their attention back to Damek's platform.	三人执政团一死，他们的荣誉卫队一瓦解，胜利就是我们的了。{w}\n我们还得提防哈林和肖恩，但我确信他们会在某处冒出来。{w}\n我很有信心。我朝众人点点头，他们便把注意力转回了达梅克的台子上。
4333	map254_24a7b6af	0	char_damek	As soon as we arrive, I'll share this plan with everybody else.\nSo, until then — I'd advise getting some rest. You're going to need it.\nThat is, unless there's anything you want to say to all of us, [firstname]?	我们一抵达，我就会把这个计划告诉其他人。\n所以在那之前——我建议你们去休息一下。你们会需要的。\n除非你有什么想对我们大家说的，[firstname]？
4334	map254_405afb6d	0	char_howl	Here we stand — on the eve of our final attack.\nWe know that many of you are wondering what is going to happen.\nWe can share a bit of information, but the rest must wait until later.	我们站在这里——在最后进攻的前夜。\n我们知道你们很多人都想知道会发生什么。\n我们可以分享一部分情报，但其余的必须等到之后。
4335	map254_626fb06f	0	char_howl	We should arrive in Balteus, just as the sun is rising.\nWhen we do, we'll meet in a central location for one final meeting.\nIt's important to get everybody up to speed before taking any big steps.	我们大概会在太阳升起时抵达巴尔泰乌斯。\n到那时，我们会在一个中心地点集合，开最后一次会。\n在采取任何重大行动之前，让所有人了解情况很重要。
4336	map254_b6fb2a1b	0	char_howl	Our first big step, however — is to secure The Grand Library.\nHolding the owner hostage, we'll station ourselves there as a new HQ.\nIf you're wondering why we've chosen that location, our reasoning is twofold.	不过，我们的第一个重大行动是拿下大图书馆。\n我们会扣押馆主作为人质，把自己驻扎在那里，当作新总部。\n如果你在想我们为什么选那个地方，我们的理由有两点。
4337	map254_2b359bfb	0	char_howl	We've learned that The Honor Guard cannot set foot inside the property.\nThere's some sort of ward in effect. Presumably so the owner can be alone.\nWe're not sure why they require this — but we know they're important to our enemy.	我们得知荣誉卫队不能踏进那片产业。\n那里有某种结界在起作用。大概是为了让主人能独处。\n我们不确定他们为何需要如此——但我们知道他们对敌人很重要。
4338	map254_076cd4b6	0	char_howl	That is part of our second reason. With them as our hostage, we can extract information.\nWe need every bit of intel we can get — anything to help us in our next step — the final attack.\nWhile information is extracted, we can use the safety of the library to rest and recuperate.	这也是我们第二个理由的一部分。有他们作人质，我们就能获取情报。\n我们需要尽可能搜集每一点情报——一切有助于下一步——最终进攻——的东西。\n在获取情报的同时，我们可以利用图书馆的安全来休整恢复。
4339	map254_3085115c	0	char_howl	After that rest, we will gather one more time, and begin our final assault. This will be the end.\n[firstname] will lead a small team, and infiltrate the castle, attacking The Triumvirate directly.\nThe rest of us will lure The Honor Guard to the Town Square, and fight them there as a distraction.	休整之后，我们会再次集结，开始最后的进攻。这将是一切的终结。\n[firstname] 会带领一支小队潜入城堡，直接攻击三人执政团。\n我们其余的人会把荣誉卫队引到城镇广场，在那里与他们交战，作为牵制。
4340	map254_8aa454e2	0	char_howl	With a distraction as large as we're planning, [firstname] should be unimpeded.\nHe will kill The Triumvirate, and destroy the large idol at the back of their chambers.\nWe believe this idol to be of importance to them, so we must destroy it promptly.	有了我们计划中如此大规模的牵制，[firstname] 应该不会受阻。\n他会杀掉三人执政团，并摧毁他们内殿后方的那座大灵像。\n我们相信这座灵像对他们很重要，所以必须迅速摧毁它。
4341	map254_36e95563	0	char_howl	With the blade plunged into that idol — [firstname] will tap into its power.\nHe will use it to deactivate The Honor Guard, and the suits of armor will crumble.\nAt that point, victory is ours. We will gather in the castle atrium and count the survivors.	把剑刺入那座灵像——[firstname] 就能汲取它的力量。\n他会用它让荣誉卫队失效，那些铠甲也会随之崩解。\n到那时，胜利就是我们的了。我们会在城堡中庭集合，清点幸存者。
4342	map254_b0988d26	0	char_howl	With a distraction as large as we're planning, [firstname] should be unimpeded.\nShe will kill The Triumvirate, and destroy the large idol at the back of their chambers.\nWe believe this idol to be of importance to them, so we must destroy it in order to win.	有了我们计划中如此大规模的牵制，[firstname] 应该不会受阻。\n她会杀掉三人执政团，并摧毁他们内殿后方的那座大灵像。\n我们相信这座灵像对他们很重要，所以必须摧毁它才能取胜。
4343	map254_bca2c338	0	char_howl	With the blade plunged into that idol — [firstname] will tap into its power.\nShe will use it to deactivate The Honor Guard, and the suits of armor will crumble.\nAt that point, victory is ours. We will gather in the castle atrium and count the survivors.	把剑刺入那座灵像——[firstname] 就能汲取它的力量。\n她会用它让荣誉卫队失效，那些铠甲也会随之崩解。\n到那时，胜利就是我们的了。我们会在城堡中庭集合，清点幸存者。
4344	map254_7d0870ca	0		Everybody looks at me as Howl explains this part of the plan.{w}\nIt's my first time hearing it, but all of it makes perfect sense. It's a good strategy.{w}\nWe don't know what the idol is, but I could definitely use its power, like I did in our HQ.	豪尔解释计划的这一部分时，所有人都看着我。{w}\n我也是第一次听说，但一切都非常合理。这是个好策略。{w}\n我们不知道那灵像是什么，但我肯定能利用它的力量，就像我在总部里那样。
4345	map254_f921bab7_1	0		With The Triumvirate dead, and their Honor Guard dissolved, victory was ours.{w}\nWe'd still have to worry about Halin and Shane, but I'm sure they'd pop up somewhere.{w}\nI feel confident. Giving everybody a nod, they turn their attention back to Damek's platform.	三人执政团一死，他们的荣誉卫队一瓦解，胜利就是我们的了。{w}\n我们还得提防哈林和肖恩，但我确信他们会在某处冒出来。{w}\n我很有信心。我朝众人点点头，他们便把注意力转回了达梅克的台子上。
4346	map254_256cb76d	0	char_howl	As soon as we arrive, we will share this plan with everybody else.\nSo, until then — we'd advise getting some rest. You're going to need it.\nThat is, unless there's anything you'd like to say to us, [firstname]...?	我们一抵达，就会把这个计划告诉其他人。\n所以在那之前——我们建议你们去休息一下。你们会需要的。\n除非你有什么想对我们说的，[firstname]……？
4347	map255_7f7d4ce1	0		All eyes are on me once again, and I take a few steps forward.{w}\nDamek jumps off of the crate, leaving me a platform to stand on.{w}\nA speech...? I've never given one of those in my life. I don't know.	所有的目光又一次落在我身上，我向前走了几步。{w}\n达梅克跳下木箱，给我留下一个可以站上去的台子。{w}\n演讲……？我这辈子从没做过这种事。我不知道。
4348	map255_a06a0c45	0		All eyes are on me once again, and I take a few steps forward.{w}\nHowl jumps off of the crate, leaving me a platform to stand on.{w}\nA speech...? I've never given one of those in my life. I don't know.	所有的目光又一次落在我身上，我向前走了几步。{w}\n豪尔跳下木箱，给我留下一个可以站上去的台子。{w}\n演讲……？我这辈子从没做过这种事。我不知道。
4349	map255_5daa85af	0		My uncertainty must come across in my demeanor, as they start urging me on.{w}\nThey even break away from each other, leaving a clear path for me to walk forward.{w}\nI {i}am{/i} technically their leader. It makes sense for me to talk. I'd have to get used to this.	我的迟疑一定从举止中流露了出来，因为他们开始催促我。{w}\n他们甚至彼此散开，为我让出一条前行的通道。{w}\n严格来说，我{i}确实{/i}是他们的领袖。由我来说话也合理。我得习惯这种事。
4350	map255_0ede77ce	0		I continue to walk forward, and notice smiles appear on their faces.{w}\nThe impact that my actions and attitude have on everybody here is very clear.{w}\nIt's a good thing that this level of responsibility was given to someone who can handle it.	我继续向前走，注意到他们脸上露出了笑容。{w}\n我的一举一动、一言一行对这里所有人的影响都很明显。{w}\n还好，这份重担交给了能担得起的人。
4351	map255_a2731043	0		A few moments later, I'm on top of the crate, matching the deep gaze of all my subjects.{w}\nSilence overtakes everything. I can hear the calm of the water against the docks of Mazeo.{w}\nIt was clear that I'd have to break this silence. I clear my throat, and think of what I should say.	片刻之后，我站上木箱，与所有臣民深沉的目光相接。{w}\n寂静笼罩了一切。我能听到海水轻拍马泽奥码头的平静声响。{w}\n显然，我必须打破这份沉默。我清了清嗓子，思考该说什么。
4352	map255_dcb6b729	0		They start to mutter amongst themselves, nodding in agreement with everything I say.	他们开始在下面低声议论，对我说的每句话都点头赞同。
4353	map255_e130bb18	0		A bunch of them start cheering, with wide grins on their faces.{w}\nI'm speaking from the heart — speaking from instinct — and it's working.{w}\nI smile now too, and my words from this moment on are filled with confidence.	他们中有一群人开始欢呼，咧开嘴笑得灿烂。{w}\n我在凭心声说话——凭本能说话——而且奏效了。{w}\n现在我也笑了，从这一刻起，我的话语充满了自信。
4354	map255_2cb9066b	0		The crowd is roaring with applause, cheering on my every word.{w}\nI know they want more, so I try and think of what I should say next.	人群爆发出掌声，为我说的每一句话喝彩。{w}\n我知道他们想要更多，于是我努力想接下来该说什么。
4355	map255_0ca7aafd	0		I grab the blade from my back, and slowly unsheathe it.	我从背后抽出那把剑，缓缓拔剑出鞘。
4356	map255_d4c7f192	0		Holding the blade out, they explode with even more applause.{w}\nI held a symbol that almost guaranteed our victory — and our freedom.{w}\nNobody has ever had, or ever will, have a better chance of taking them down.	我举起剑，他们的掌声更加爆发。{w}\n我握着的，是一个几乎能确保我们胜利——以及我们的自由——的象征。{w}\n从来没有人——也永远不会有人——有比这更好的机会将他们扳倒。
4357	map255_378ac59d	0		I put the blade back in its scabbard, signalling that I'm almost done speaking.{w}\nRaising my fist in the air, I give out one last shout. One last call to unify our cause.	我把剑收回剑鞘，示意我快说完了。{w}\n我举起拳头，发出最后一声呐喊。最后一次召唤，让我们的事业团结一心。
4358	map255_2230cf90	0		With a wide smile, and met with a large round of applause, I jump off the crate.{w}\nTaking it as a sign that we're ready to depart, the pirates start preparing to set sail.{w}\nI should probably meet with Damek and Howl one last time before deciding what to do.	我咧嘴一笑，在一大阵掌声中跳下木箱。{w}\n海盗们把这当作我们准备出发的信号，开始为启航做准备。{w}\n在决定下一步该做什么之前，我也许该最后再和达梅克、豪尔见一面。
4359	map256_05b45cb9	0		As I approach them, I notice they look happier than I've ever seen.{w}\nI never saw myself as a public speaker, so I'm quite surprised at what happened.{w}\nDoubts of my efficacy were still there, but seeing my comrades smile helped that worry dissipate.	我走近他们，注意到他们看起来比以往任何时候都开心。{w}\n我从不觉得自己擅长公开讲话，所以刚才发生的事让我相当意外。{w}\n对自身能力的怀疑仍在，但看到同伴们的笑容，那份担忧也随之消散。
4360	map256_abc1fa7e	0	char_damek	Eloquently put, [firstname].\nBetter than my own speeches, I have to admit.\nI could see just how much everybody looks up to you.	说得很有感染力，[firstname]。\n我得承认，比我自己的演讲还好。\n我能看出大家有多仰慕你。
4361	map256_26e547d5	0	char_howl	It was quite impressive, we must say.\nYou're going to make a fine leader — we're sure of it.\nThe greatest asset of any ruler is the ability to inspire hope.	不得不说，相当令人印象深刻。\n你会成为一个出色的领袖——我们很确定。\n任何统治者最大的资本，就是激励希望的能力。
4362	map256_37738eff	0	char_damek	And I'd say we have that in droves, now.\nI trust that you're okay with our plan, [firstname]...?\nSorry that we didn't have time to pass it by you first.	而我觉得我们现在最不缺的就是这个。\n我相信你对我们的计划没有异议，[firstname]……？\n抱歉我们没时间先跟你商量。
4363	map256_6c4db08f	0		I nod. It all seems good.	我点点头。看起来一切都没问题。
4364	map256_e63e912e	0	char_howl	Good. It seems that everything is now in order.\nPerhaps you should go and get some rest, [firstname].\nWe will wake you if there are any matters of importance.	很好。看来现在一切都安排妥当了。\n也许你该去休息一下，[firstname]。\n如果有任何重要的事，我们会叫醒你。
4365	map256_dcdac4a5	0	char_damek	Yeah, we need you rested when we reach Balteus.\nYou know our plan, and the pirates are about to set sail.\nThere's nothing left for you to do. At least, for now.	是啊，抵达巴尔泰乌斯时我们需要你精力充沛。\n你已经知道我们的计划，海盗们也快启航了。\n没有你还要做的事了。至少，眼下没有。
4366	map256_63b639d1	0		I guess he was right. Until we arrived, things were out of my hands.{w}\nAfter thanking them for the opportunity, I make my way to the crew quarters.{w}\nI value the opportunity to rest — but given the circumstances — that rest won't come easy.	我想他说得对。在抵达之前，事情都不由我掌控。{w}\n谢过他们给我这个机会，我朝船员舱走去。{w}\n我珍惜这个休息的机会——但考虑到眼下的处境——这觉可不好睡。
4367	map257_e8289d00	0		Halin and Shane gather at the docks of Balteus.{w}\nSurrounded by Honor Guard, they order them to prepare a small fleet.{w}\nThey knew the end was coming, and they had to meet it head on.	哈林和肖恩在巴尔泰乌斯的码头集结。{w}\n在荣誉卫队的簇拥下，他们下令准备一支小型船队。{w}\n他们知道终局将至，必须正面迎上。
4368	map257_ea143fe6	0	char_halin	What was your reasoning behind this again...?\nI'm surprised The Triumvirate decided to play along with your plan.	再说一遍，你这么做的理由是什么……？\n我很意外三人执政团居然同意配合你的计划。
4369	map257_bdc72947	0	char_shane	They have to come by sea, and this is the main point of entry.\nIf we leave from here, we can intercept them before they arrive.\nThe plan is to thin out their numbers as early as possible.	他们只能走海路来，而这里是主要的入口。\n如果我们从这里出发，就能在他们抵达前拦截。\n计划就是尽早削减他们的兵力。
4370	map257_a5e2ed52	0	char_halin	What if this fails — and they sink our fleet?	要是失败了——他们击沉了我们的船队怎么办？
4371	map257_5fe04915	0	char_shane	Scared of dying, are you...?	你是怕死了吧……？
4372	map257_bd5fba53	0	char_halin	No, that's not what I meant.\nIt's a valid concern, Shane. 	不，我不是那个意思。\n这是个合理的担忧，肖恩。
4373	map257_d34d9e05	0	char_shane	Well, in my case — I don't really have anything left to lose.\nLet me lead this charge myself, Halin. You can go back to the castle.\nYou'll be needed there for a second line of defense, if they make it that far.	嗯，就我而言——我已经没什么可失去的了。\n让我自己来带这次冲锋吧，哈林。你可以回城堡去。\n如果他们真能打到那里，需要你在那儿布置第二道防线。
4374	map257_c236fecb	0	char_halin	I trust that they won't...?	我相信他们打不到吧……？
4375	map257_b09278c0	0	char_shane	Me too. Just tell The Triumvirate I'll be there soon.\nI have no intention of dying. Not to any of those weaklings.	我也这么希望。告诉三人执政团我很快就到。\n我可不打算死。更不会死在那些废物手里。
4376	map257_7c19c7ab	0		Shane instructs the Honor Guard to get on board the ships.{w}\nIt's a small fleet, of only a few ships. Halin watches, and scoffs.	肖恩吩咐荣誉卫队登船。{w}\n那是一支小型船队，只有寥寥几艘船。哈林在一旁看着，嗤笑一声。
4377	map257_d95a1db0	0	char_halin	You have a death wish, you know that?\nI get that you hate them, but don't throw your life away.\nThe Triumvirate rewards service. Keep that in mind, alright?	你这是自寻死路，你知道吗？\n我明白你恨他们，但别把命丢了。\n三人执政团会奖赏有功之人。记住这一点，好吗？
4378	map257_7ec7235c	0	char_shane	Don't worry. I know what I'm doing.\nI'll be back before you know it — so go and have a rest.\nJust wait, Halin. If they even arrive, you'll find that their hope is lost.	别担心。我知道自己在做什么。\n你一转眼我就回来了——所以去歇着吧。\n等着瞧吧，哈林。就算他们真来了，你会发现他们的希望早已破灭。
4379	map257_9b4849a4	0		Halin smiles. A sinister smirk.{w}\nHe knows exactly what Shane is implying.	哈林笑了。一个阴险的冷笑。{w}\n他完全明白肖恩在暗示什么。
4380	map257_4fdd1528	0	char_halin	Very well — I can get behind that thought.\nBe careful, though. You're a good Apprentice, Shane.\nI trust that you and the Honor Guard will do some real damage.	很好——这个想法我支持。\n不过小心点。你是个好学徒，肖恩。\n我相信你和荣誉卫队能造成真正的打击。
4381	map257_72ffa964	0	char_shane	Yeah, that's the idea.\nI'll see you back at the castle?	对，正是这个打算。\n我们城堡见？
4382	map257_35cadada	0	char_halin	Sure.	好。
4383	map257_9c0d44e2	0		Halin starts to walk away, but quickly turns around.	哈林转身要走，却又很快回过头来。
4384	map257_2e7872ec	0	char_halin	You know — Sovy never let me do stuff like this.\nAs his Apprentice, he shut down almost every plan I ever had.\nI have to be better than him, though. I'm trusting you with a lot here.	你知道吗——索维从不让我做这种事。\n作为他的学徒，我几乎所有计划都被他否掉了。\n不过我必须比他强。我在这里可是把很多事都托付给了你。
4385	map257_6418ed14	0	char_shane	Don't worry — I promise not to let you down.\nThe Rebellion ends today. You have my word, Master.	别担心——我保证不会让你失望。\n反抗军今天就会终结。我向你保证，师父。
4386	map257_e3cd442e	0		Halin nods, and starts making his way back to the castle.{w}\nShane remains, muttering to himself with trembling fists.	哈林点点头，动身返回城堡。{w}\n肖恩留在原地，双拳颤抖，低声自语。
4387	map257_223fbca1	0	char_shane	And it all starts with that little figurehead of theirs.\nIt's almost time, Seer. You'll be joining Damek soon enough.	一切都从他们那个小傀儡领袖开始。\n时间快到了，先知。你很快就会去陪达梅克了。
4388	map257_53af9c23	0	char_shane	And it all starts with that little figurehead of theirs.\nIt's almost time, Seeress. You'll be joining Damek soon enough.	一切都从他们那个小傀儡领袖开始。\n时间快到了，先知。你很快就会去陪达梅克了。
4389	map258_18459c5c	0		I toss and turn, getting minimal amounts of sleep.{w}\nThe blade rests against my bed, ready to grab at a moment's notice.{w}\nI fade in and out of sleep — fighting a mixture of both anxiety and tranquility.	我翻来覆去，只睡了很少一会儿。{w}\n那把剑就靠在我床边，随时可以一把抓起。{w}\n我在睡与醒之间浮沉——与交织在一起的焦虑和安宁相抗争。
4390	map258_443c1f8a	0		Just when I'm about to fall asleep, a negative thought jolts me back awake.{w}\nWe had no idea what would happen when we arrived in Balteus. It was terrifying.{w}\nI realize that sleeping probably isn't going to happen right now, so I get out of the hard bed.	就在我快要睡着时，一个消极的念头又把我惊醒。{w}\n我们完全不知道抵达巴尔泰乌斯后会发生什么。这令人恐惧。{w}\n我意识到这会儿大概睡不着了，于是从硬邦邦的床上起身。
4391	map258_28720e88	0		Just as I do, I notice somebody approaching out of the corner of my eye.{w}\nGrabbing the blade, I prepare myself for anything out of a twisted paranoia.	就在我起身时，我眼角余光注意到有人正走近。{w}\n我抓起那把剑，出于一种扭曲的偏执，做好了应对任何情况的准备。
4392	map258_ee039b02	0	char_jit_map258_1_0_20	Put that thing down, [firstname].\nIt's not the answer to all of your problems.	把那东西放下，[firstname]。\n它不是你所有问题的答案。
4393	map258_673f2ff0	0		It's just Draycu. That's a relief.	只是德雷库。真是松了口气。
4394	map258_1d89b1cc	0	char_jit_map258_1_0_20	It appears that there's been some... complications.\nDamek wanted me to tell you that you're needed on deck.\nYou'll see what I mean when you get up there, alright?	看来出了一些……麻烦。\n达梅克让我转告你，甲板上需要你。\n你上去之后就明白我的意思了，好吗？
4395	map258_ea2cf3ea	0		I nod. It must be important if he's interrupting my rest.{w}\nAs I start to walk away, Draycu puts a hand on my shoulder.	我点点头。既然他会来打断我休息，那一定很重要。{w}\n我正要走开，德雷库却把手搭在了我肩上。
