# dialogue chunk 0017  entries 6401-6800 of 10370
# seq	block	idx	speaker	source	target
6401	map179_8587002e	0	char_jit_map179_1_0_210	And an honorable one, at that.\nHe deserves to be treated with respect.	而且还是个可敬的人。\n他值得受人尊重。
6744	Choice_map189_1_0_0167e45e	0		Everybody starts to part ways, but the doors remain locked.{w}\nPeople try to open them, but Draycu quickly makes them stop.	众人开始各自散去，但大门依然锁着。{w}\n人们试图开门，德雷库却迅速制止了他们。
6745	Choice_map189_1_0_028837ca	0	char_jit_map189_1_0_25	None of you shall leave.\nI wouldn't want you running away.	你们谁都不准离开。\n我可不希望你们逃跑。
6746	Choice_map189_1_0_23912cae	0		He claps his hands and a bunch of servants approach him.	他拍了拍手，一群仆人走上前来。
6747	Choice_map189_1_0_2c5cc1e6	0	char_jit_map189_1_0_25	Private quarters will be arranged for those involved in the fight.\nTomorrow morning, you will all be escorted to the coliseum.\nFor tonight, enjoy the ball. I think you'll find it quite exquisite.	会为参与决斗的人安排私人住处。\n明天早上，你们都会被护送到竞技场。\n今晚，尽情享受舞会吧。我想你们会觉得相当精致。
6748	Choice_map189_1_0_64091c40	0		After that, everybody goes back to enjoying the festivities.{w}\nRegardless of our allegiance, we all gather up in the center of the room.{w}\nI never expected that this chain of events would get so complicated.	之后，众人又回去享受宴会。{w}\n不管我们各自忠于谁，全都聚到了房间中央。{w}\n我从没想过这一连串事件会变得这么复杂。
6749	Choice_map189_1_0_d8961730	0		And Draycu handled it in such a calm manner, too.{w}\nIt's almost as if he was confident in his ability to win.{w}\nUncertainty, confusion, and fright soon fill my mind.	而德雷库处理得那么从容。{w}\n就好像他确信自己有取胜的能力。{w}\n不安、困惑与恐惧很快充满了我的心头。
6750	Choice_map189_1_0_12a546fd	0		He played us. He provoked Pro into pledging his loyalty.{w}\nAt that point, it was already too late. Pro made up his mind.{w}\nUnknowingly, we all became pawns in the fight for Alarinthia's future.	他算计了我们。他激得普洛宣誓效忠。{w}\n到那时，一切已经太迟。普洛下定了决心。{w}\n在不知不觉中，我们都成了争夺阿拉林西亚未来的棋子。
6751	Choice_map189_1_0_567a93b8	0		I should probably roam around the ball until it's time to rest.{w}\nI could feel out the situation, and get feedback from my comrades.{w}\nThat would be key to helping me sort out this ongoing mess in my mind.	我大概该在舞会上四处走走，直到该休息的时候。{w}\n我可以探探情况，听听同伴们的想法。{w}\n这对理清我脑中这团乱麻至关重要。
6752	click_map190_4_EV004_7adee284	0	char_ulric	Pro, what do you think you're doing!?\nI had a plan, and now you've ruined everything!	普洛，你以为你在干什么！？\n我本来有计划，现在全被你毁了！
6753	click_map190_4_EV004_7cee638c	0	char_pro	Sorry Ulric, it just made sense.\nThis is a fight to the death, right?\nDraycu has {i}never{/i} lost. I had to do it.	抱歉，乌尔里克，但那才是合理的选择。\n这是生死决斗，对吧？\n德雷库{i}从未{/i}输过。我不得不这么做。
6754	click_map190_4_EV004_e9218a40	0	char_ulric	I had everything under control.	一切本来都在我掌控之中。
6755	click_map190_4_EV004_b5b398d5	0	char_pro	It's not your job to control everything!\nYou need to get that through your thick skull!	掌控一切可不是你的职责！\n你得把这点弄明白，别死脑筋了！
6756	click_map190_4_EV004_d3e3c048	0	char_ulric	You're going to regret this.	你会后悔的。
6757	click_map190_4_EV004_f4f298e8	0	char_pro	Regret? I can live with that.\nIt's better than dying for nothing.\nDraycu has killed stronger men than you.	后悔？我能承受。\n总比为毫无意义的事送命强。\n德雷库杀过比你更强的人。
6758	click_map190_4_EV004_8f6b023c	0	char_pro	I don't think he's going to lose this battle.\nThat's why I want to be on his good side.	我不觉得他会输掉这场战斗。\n所以我才想讨好他。
6759	click_map190_4_EV004_db06335a	0	char_ulric	So you're just going to suck up to him?\nGet out of my sight, Pro. You're pitiful.	所以你就打算去巴结他？\n滚出我的视线，普洛。你真可悲。
6760	Ulric1_map190_8_0_bf5fce45	0	char_ulric	Hey.	嘿。
6761	Ulric1_map190_8_0_8ed69820	0	char_ulric	I'm grateful for your support, I really am.\nI've always told you how much I want to change this place.\nAnd now I'm getting the chance? This almost feels like a dream.	我很感激你的支持，真的。\n我一直跟你说，我有多想改变这个地方。\n现在机会来了？这几乎像做梦一样。
6762	Ulric1_map190_8_0_ab146ac0	0	char_ulric	I'm not a fan of what Pro did, though.\nI hate to say this, but I'm prepared to kill him.\nIf I see an opening — I have to take it, [firstname].	不过，我不喜欢普洛的做法。\n我不想这么说，但我已经准备好杀了他。\n只要看到破绽——我就必须下手，[firstname]。
6763	Ulric1_map190_8_0_ce2c9661	0	char_ulric	I think I need a few drinks after all of this.\nTruth be told, I'm still a little confused about everything.\nBut I assume that confusion will wane when the battle starts.	经历这一切之后，我想我得喝几杯。\n说实话，我对所有事还是有点困惑。\n但我猜，等战斗开始，这种困惑就会消退。
6764	Ulric1_map190_8_0_f9386b5e	0	char_ulric	I'm going to go check out the rest of the castle.\nI'll see you around. Remember — party responsibly.	我要去看看城堡的其他地方。\n回头见。记住——饮酒要有度。
6765	Ulric1_map190_8_0_b5ce699d	0	char_ulric	I'm upset with you, I won't hide the truth.\nIf Vivien wins, you've screwed us all over.\nHe'll remember where you placed your loyalty.	我对你很失望，我不会隐瞒。\n如果薇薇安赢了，你就把我们所有人都害惨了。\n他会记得你把忠心放在了哪里。
6766	Ulric1_map190_8_0_678266f0	0	char_ulric	And I'm {i}not{/i} going to hold back in that arena.\nIf I have to kill Pro to win, I'm going to do it.\nYou know I want to change this nation.	而且在竞技场上，我{i}绝不会{/i}手下留情。\n如果为了取胜必须杀了普洛，我会动手。\n你知道我有多想改变这个国家。
6767	Ulric1_map190_8_0_3a276eed	0	char_ulric	Nothing will get in my way. That includes you.\nSo if you'll excuse me, I'm going to explore the castle.\nSpirits know I need a few drinks after everything that happened.	什么都挡不住我。包括你。\n所以请见谅，我要去逛逛城堡了。\n天晓得，经历了这一切，我需要喝几杯。
6768	Howl1_map190_9_0_5ccc4691	0	char_howl	Hmm...	嗯……
6769	Howl1_map190_9_0_f57ea17b	0	char_howl	We believe you made the wrong choice, [firstname].\nDraycu has yet to lose any fights in the coliseum.\nThis fight doesn't appear to be any different.	我们认为你做了错误的选择，[firstname]。\n德雷库在竞技场里还从未输过。\n这场战斗看起来也不会有什么不同。
6770	Howl1_map190_9_0_fc30bea8	0	char_howl	The strength he could've offered was incredible, too.\nBut instead you decided to choose the weaker man.\nIdeals aside, choosing weakness makes no sense.	他本可提供的实力也极为惊人。\n可你却决定选择较弱的一方。\n抛开理想不谈，选择软弱毫无道理。
6771	Howl1_map190_9_0_6d08f9d6	0	char_howl	Who cares about a changed Alarinthia if we lose the war?\nWe could give Vivien what he wants, and then march to our deaths.\nStrength is what wins wars, not the desire for change, and not hope.	如果我们输掉这场战争，阿拉林西亚改不改变又有什么意义？\n我们可能满足了薇薇安的心愿，然后走向死亡。\n赢得战争靠的是实力，不是改变的渴望，也不是希望。
6772	Howl1_map190_9_0_48716422	0	char_howl	We will be exploring the castle if you need us.\nThe ballroom is our next stop, so we can meet there.\nIn the meantime, enjoy this ball as much as you can.	你需要我们的话，我们会在城堡里四处看看。\n下一站是舞厅，我们可以在那儿碰头。\n在此期间，尽量好好享受这场舞会吧。
6773	Howl1_map190_9_0_2bcb9d22	0	char_howl	You made the right choice. That much is clear.\nWe need power to win this army. Draycu has that power.\nIt is unfortunate that Vivien or Ulric will perish, however.	你做了正确的选择。这一点很清楚。\n要打赢这场战争，我们需要力量。德雷库拥有那份力量。\n不过，薇薇安或乌尔里克会丧命，这很不幸。
6774	Howl1_map190_9_0_a881a099	0	char_howl	But they will meet a noble end, fighting for their beliefs.\nWe will go on to ally with Draycu, and defeat The Triumvirate.\nWe cannot say the same, had you chose to side with Vivien.	但他们将为信念而战，迎来一个高尚的结局。\n我们将与德雷库结盟，击败三人执政团。\n若你选择站在薇薇安那边，我们就无法这么说了。
6775	Howl1_map190_9_0_68475198	0	char_howl	Vivien offers little power, and focuses not on Alestia.\nTo him, the change of Alarinthia is all that matters.\nWe need allies who are less short-sighted.	薇薇安提供不了多少力量，而且心思并不在阿莱斯蒂亚上。\n对他来说，改变阿拉林西亚才是唯一重要的。\n我们需要目光更长远的盟友。
6776	Howl1_map190_9_0_073d2317	0	char_howl	Thank you for asking our opinion, by the way.\nWe value every chance we have to speak with you.\nIf you need us, we will be in the ballroom for a while.	顺便说一句，谢谢你征询我们的意见。\n我们珍惜每一次与你交谈的机会。\n如果需要我们，我们会在舞厅待一会儿。
6777	Pro1_map190_10_0_e3e029c7	0	char_pro	Hey.	嘿。
6778	Pro1_map190_10_0_a3e6488a	0	char_pro	I think you sided against me.\nIn the future, I'll remember that.\nI thought we were friends, you know.	我觉得你站到了我的对立面。\n往后我会记住这一点。\n你知道，我还以为我们是朋友。
6779	Pro1_map190_10_0_c057b18a	0	char_pro	When the fighting starts, I won't hold back.\nI just want to be on Draycu's good side, you know?\nIf he ends up winning, I still want to form an alliance.	战斗一开始，我不会手下留情。\n我只是想讨德雷库的欢心，你懂吗？\n万一他最后赢了，我还是想跟他结盟。
6780	Pro1_map190_10_0_e451e409	0	char_pro	But if Vivien wins? Well, I don't know...\nThat means either myself, or Draycu would be dead.\nI'm not going to think about that. Let's go check out the ball.	可要是薇薇安赢了呢？嗯，我不知道……\n那意味着要么是我，要么是德雷库会死。\n我不想再想这个了。我们去逛逛舞会吧。
6781	Pro1_map190_10_0_c340a208	0	char_pro	I'm glad we share the same views.\nSiding with Draycu was the clear choice.\nWe need strength to win this war. He has lots.	很高兴我们看法一致。\n站在德雷库这边是显而易见的选择。\n我们需要力量来打赢这场战争。他有很多。
6782	Pro1_map190_10_0_a1e89c6e	0	char_pro	I don't mind changing Alarinthia — it's just not time.\nMaybe in the future, that's something we can look at doing.\nBut for now, we need power. Change can come {i}after{/i} the war.	我不反对改变阿拉林西亚——只是时机未到。\n也许将来，我们可以考虑去做这件事。\n但现在，我们需要力量。改变可以等战争{i}之后{/i}再说。
6783	Pro1_map190_10_0_8da401a5	0	char_pro	I think I'll go check out the rest of the ball.\nIf this might be my last night alive, I might as well enjoy it.\nThe ballroom sounds pretty cool, so that's where I'll be.	我想我要去看看舞会别的地方。\n如果这可能是我人生的最后一晚，那我干脆好好享受。\n舞厅听起来挺不错，我会在那儿。
6784	Fortaime1_map190_11_0_6707371b	0	char_fortaime	Hmm...	嗯……
6785	Fortaime1_map190_11_0_283bc654	0	char_fortaime	I'm glad you sided with Ulric and Vivien.\nIt's important to change this nation for the better.\nI just wish Pro didn't have to open his big mouth.	很高兴你站到了乌尔里克和薇薇安这边。\n让这个国家变得更好很重要。\n我只是希望普洛没那么多嘴。
6786	Fortaime1_map190_11_0_3c8f31fa	0	char_fortaime	There's a very real chance that he'll die tomorrow.\nWe've seen Ulric fight. I think he'll win this battle.\nI just hope it's Draycu that falls. Not Pro...	他明天真的很有可能会死。\n我们见过乌尔里克战斗。我觉得他会赢下这场战斗。\n我只希望倒下的是德雷库。不是普洛……
6787	Fortaime1_map190_11_0_fd7ecc05	0	char_fortaime	That sounds like a horrible thing to say, I know.\nBut we've all grown so close since we met at Peregrino.\nI'm scared this clash of ideals will tear our bonds apart.	我知道，这话听着很残忍。\n但自从在佩雷格里诺相遇，我们都变得如此亲近。\n我害怕这场理念的冲突会把我们的羁绊撕碎。
6788	Fortaime1_map190_11_0_dd5ea0e9	0	char_fortaime	I need to get my mind off of that, or I'll go crazy.\nIf you need me, I'll be in the ballroom down the hall.\nI heard they have a live band, and I love music...!	我得转移一下注意力，不然我会疯掉。\n如果你需要我，我就在走廊尽头的舞厅。\n我听说那儿有现场乐队，我超爱音乐……！
6789	Fortaime1_map190_11_0_5ca6e22c	0	char_fortaime	Well Draycu gives us the best chance at winning this war.\nHe's undefeated, so logic dictates that won't be changing.\nI just hate to think that his victory means Ulric might die.	德雷库给了我们打赢这场战争的最好机会。\n他从无败绩，按道理这也不会改变。\n我只是一想到他的胜利可能意味着乌尔里克会死，就难受。
6790	Fortaime1_map190_11_0_bcb395b3	0	char_fortaime	I feel so bad for him. He always spoke about changing Alarinthia.\nBut when he's given the chance, his comrades side against him?\nHe must feel so lonely right now. Only Vivien's army has his back.	我真为他难过。他总是说要改变阿拉林西亚。\n可当机会来临时，他的同伴却站到了他的对立面？\n他现在一定很孤独。只有薇薇安的军队支持他。
6791	Fortaime1_map190_11_0_08353a0c	0	char_fortaime	Draycu has both Pro, and a handful or our rebel forces.\nThat means if Ulric kills, it's more likely to be a friend than a foe.\nBeing forced to do that in order to win your dream? I can't even imagine.	德雷库那边既有普洛，也有我们反抗军的一小部分人。\n这意味着，如果乌尔里克要杀人，杀的更可能是朋友而不是敌人。\n为了赢得梦想而被迫这么做？我根本无法想象。
6792	Fortaime1_map190_11_0_8f91be9d	0	char_fortaime	So I guess I'll stop thinking about it, and focus on the ball.\nIf you need me, I think I was going to check out the ballroom.\nI heard they have a live band, and I just {i}love{/i} listening to music.	所以我想我还是别再想了，专心享受舞会吧。\n如果你需要我，我应该是要去舞厅看看。\n我听说那儿有现场乐队，我{i}最{/i}喜欢听音乐了。
6793	click_map190_12_EV012_6dda72ce	0		The throne sure is impressive.{w}\nI wonder what it's like to sit on one.{w}\nAfter this war, I'll probably find out.	这王座确实气派。{w}\n不知道坐在上面是什么感觉。{w}\n这场战争之后，我大概就会知道了。
6794	click_map190_56_EV056_2efbe46a	0	char_fortaime	Hey, umm, Draycu?	嘿，呃，德雷库？
6795	click_map190_56_EV056_0a694c03	0	char_jit_map189_1_0_25	Yes...?	有事……？
6796	click_map190_56_EV056_5b346875	0	char_fortaime	This is a really nice castle you've got here.	你这座城堡真不错。
6797	click_map190_56_EV056_0c4b7133	0	char_jit_map189_1_0_25	Thank you. 	谢谢。
6798	click_map190_56_EV056_fa58ac7b	0	char_fortaime	I was admiring it from the outside.\nI noticed it's built in a really interesting way.\nIt's pretty bumpy. Lots of places for footholds.	我在外面欣赏它的时候。\n我注意到它的建造方式很特别。\n表面凹凸不平。有很多可以落脚的地方。
6799	click_map190_56_EV056_caf11e15	0	char_jit_map189_1_0_25	Footholds...?	落脚的地方……？
6800	click_map190_56_EV056_6a962a5a	0	char_fortaime	Yeah, like places to rest your feet.\nI was actually going to ask you about that.\nWas it built that way intentionally? For climbing?	是啊，就是可以让脚歇一歇的地方。\n我其实正想问你这件事。\n它是故意造成那样吗？为了攀爬？
