# dialogue chunk 0013  entries 4801-5200 of 10370
# seq	block	idx	speaker	source	target
4801	map276_1a925121	0	char_damek	Now...! Go!	现在……！快走！
5146	map298_959775b3	0	char_valessa	We don't have any other option.\n[firstname] {i}needs{/i} you and Ulric.	我们别无选择。\n[firstname]{i}需要{/i}你和乌尔里克。
5147	map298_82029017	0	char_sovy	No — {i}I'll{/i} stay and fight.\nI know how those things work.	不——{i}我{/i}留下来打。\n我知道那些东西是怎么回事。
5148	map298_11268e66	0	char_valessa	This isn't up for debate.\nYou need to go. Now.	这没得商量。\n你们得走。马上。
5149	map298_653bc4a2	0		Sovy backs down, realizing there's no point.{w}\nEach second needed to be filled with action, not inaction.{w}\nIf we wasted time, we'd just hand victory over to the enemy.	索维退让了，意识到争论没有意义。{w}\n每一秒都必须用行动来填充，而不是空耗。{w}\n如果我们浪费时间，就等于把胜利拱手让给敌人。
5150	map298_6590f77d	0	char_ulric	What are you talking about...?	你在说什么……？
5151	map298_8d8a11cc_1	0	char_valessa	I said you need to go. Get inside the castle!\nHelp Fortaime, kill The Triumvirate — just do it!\nLet me keep them occupied. I'll fight them off.	我说了你们得走。进城堡里去！\n去帮福泰姆，去杀三人执政团——快去做！\n让我拖住它们。我来击退它们。
5152	map298_4b41615c	0	char_ulric	I can't let you throw your life away, Valessa.	我不能让你白白送命，瓦莱莎。
5153	map298_5c2b5812	0	char_valessa	We don't have any other option.\n[firstname] needs you in there, Ulric.\nRight now — I'm the only expendable one.	我们别无选择。\n[firstname]需要你在里面，乌尔里克。\n眼下——只有我是可以被牺牲的那个。
5154	map298_188d4aa9	0	char_ulric	No. You're not expendable. We need you.\nLet me stay and fight, I know how those things work.\nIf you give me some time, I can take them all down.	不。你不是可以被牺牲的。我们需要你。\n让我留下来打，我知道那些东西是怎么回事。\n给我点时间，我能把它们全都解决。
5155	map298_45829364	0	char_valessa	This isn't up for debate. Sorry.\nYou need to go — and fast.	这没得商量。抱歉。\n你们得走——而且要快。
5156	map298_b8f9cc63	0		Ulric backs down, realizing there's no point.{w}\nEach second needed to be filled with action, not inaction.{w}\nIf we wasted time, we'd just hand victory over to the enemy.	乌尔里克退让了，意识到争论没有意义。{w}\n每一秒都必须用行动来填充，而不是空耗。{w}\n如果我们浪费时间，就等于把胜利拱手让给敌人。
5157	map298_75690df0	0		Valessa pulls out her Mother's daggers with a gulp.{w}\nI guess taking them from Mazeo was a good idea after all.{w}\nMy mind tells me to talk her out of this, but I say nothing.	瓦莱莎咽了口唾沫，拔出她母亲的匕首。{w}\n看来从马泽奥把它们带出来，终究是个好主意。{w}\n我理智上想劝她别这样，却什么也没说。
5158	map298_23707f7f	0		Valessa crouches down and picks up an enemy's sword.{w}\nShe swings it a few times, testing its weight, and then nods.{w}\nMy mind tells me to talk her out of this, but I say nothing.	瓦莱莎蹲下，捡起一把敌人的剑。{w}\n她挥舞了几下，试试分量，然后点点头。{w}\n我理智上想劝她别这样，却什么也没说。
5159	map298_00db59f7	0		If she fought hard enough, she'd be able to survive.{w}\nThose suits are weak, and mindless. I feel like she'd be okay.{w}\nI justify her choice in my mind, perhaps because I know it's inevitable.	只要她拼得够狠，就能活下来。{w}\n那些盔甲既弱又没脑子。我觉得她会没事的。{w}\n我在心里为她的选择找理由，也许是因为我知道这已无法避免。
5160	map298_62a77c32	0		She wraps her arms around me and gives me a tight hug.{w}\nI return it, and then she looks up at me, and kisses my lips.{w}\nAfter teling her that I love her, I tell her to stay safe, and survive.	她张开双臂，紧紧抱住我。{w}\n我也回抱她，然后她抬头看着我，吻上我的唇。{w}\n我告诉她我爱她，然后让她注意安全，活下去。
5161	map298_3fa7214d	0	char_valessa	Is that an order...?	这是命令吗……？
5162	map298_b631dada	0		Yeah.	是啊。
5163	map298_72cccf33	0	char_valessa	Then I guess I have no choice.\nI love you, [firstname]. Never forget that.\nI'll see you in the atrium when this is all over.	那我大概别无选择了。\n我爱你，[firstname]。永远别忘了。\n等这一切结束后，我们在中庭见。
5164	map298_7f2e273f	0		She wraps her arms around me, and gives me a tight hug.{w}\nI know that this may be the last time we see each other, and it hurts.{w}\nWe've come so far since our time in Valinorth; and changed so much.	她张开双臂，紧紧抱住我。{w}\n我知道这也许是我们最后一次相见，这让我心痛。{w}\n自瓦利诺斯那段时光以来，我们走了这么远，也改变了这么多。
5165	map298_ca239d6e	0	char_valessa	Thanks for everything you've done, [firstname].	谢谢你做的一切，[firstname]。
5166	map298_f508867c	0		I tell her to stay safe, and survive.{w}\nA moment later, the tight hug is broken.	我让她注意安全，活下去。{w}\n片刻后，那个紧紧的拥抱松开了。
5167	map298_1618c04b	0	char_valessa	Oh? Is that an order?	哦？这是命令吗？
5168	map298_b631dada_1	0		Yeah.	是啊。
5169	map298_04249319	0	char_valessa	Then I guess I have no choice.\nI've never disobeyed, and I'm not about to start.\nI'll meet you in the atrium after Fortaime rings that bell.	那我大概别无选择了。\n我从未违抗过，也不打算现在开始。\n等福泰姆敲响那口钟后，我们在中庭见。
5170	map298_f73f9c87	0		And a moment later, we're both off in opposite directions.{w}\nBut as we head toward the castle, I can't help but look back.{w}\nI'm both worried, and hopeful, and both sides are at war.	片刻后，我们各自朝着相反的方向离去。{w}\n但当我们朝城堡走去时，我忍不住回头望。{w}\n我既担忧又满怀希望，两种心情在心里交战。
5171	map298_3c351d8e	0		I see her charge into the crowd, holding out her daggers.{w}\nThe sound of her stabbing the suits soon fills the air.{w}\nThey fall apart, and hit the ground with loud thuds.	我看见她举着匕首冲进人群。{w}\n她刺击那些盔甲的声音很快充斥空气。{w}\n它们崩解开来，重重地砸在地上。
5172	map298_be6f8a7a	0	char_valessa	Come on — I could do this all day...!	来吧——我能这样打一整天……！
5173	map298_c0fe0561	0		With a smirk on my face, I realize her victory is clear.{w}\nWe retreat into the castle, and the sight makes my jaw drop.{w}\nThe castle is hauntingly beautiful. Like nothing I've seen before.	我嘴角一扬，明白她的胜利已成定局。{w}\n我们退入城堡，眼前的景象让我目瞪口呆。{w}\n这座城堡美得摄人心魄。是我从未见过的样子。
5174	map298_791e0c89	0		As we venture forward, I can only hope that Pro was successful.{w}\nThe bell hasn't rung yet, but I have the utmost faith in Fortaime's ability.{w}\nI let out a deep sigh of relief. I'm here, in their castle. This is the end.	我们向前深入时，我只能希望普洛成功了。{w}\n钟还没响，但我对福泰姆的能力有十足的信心。{w}\n我如释重负地长舒一口气。我到了，就在他们的城堡里。这就是终局。
5175	map298_bd96676b	0		I see her charge into the crowd, holding out the sword.{w}\nShe starts swinging it, taking out a ton of suits with her strength.{w}\nThey fall apart, and hit the ground with loud thuds. She was doing this...!	我看见她举着剑冲进人群。{w}\n她开始挥舞，凭着蛮力撂倒一大片盔甲。{w}\n它们崩解开来，重重地砸在地上。她真的做到了……！
5176	map298_be6f8a7a_1	0	char_valessa	Come on — I could do this all day...!	来吧——我能这样打一整天……！
5177	map298_af985d74	0		With a smirk on my face, I realize that her victory is clear.{w}\nHowever — a moment later — I'm shocked at my arrogance.{w}\nMuch like before, the rear of the horde readies some bows.	我嘴角一扬，明白她的胜利已成定局。{w}\n然而——片刻之后——我为自己的傲慢感到震惊。{w}\n和之前一样，那群追兵的后方架起了几把弓。
5178	map298_075f7593	0		I had to warn her...!{w}\nI shout out, and start to run toward her.{w}\nHowever, Ulric grabs my arm, stopping me.	我必须提醒她……！{w}\n我大喊着，开始朝她跑去。{w}\n然而乌尔里克抓住我的手臂，拦住了我。
5179	map298_451ce424	0	char_ulric	We need to get inside, [firstname].\nThere's no time to waste. You have to trust her.\nShe volunteered for this. She knows what she's doing.	我们得进去，[firstname]。\n没时间可浪费了。你得相信她。\n这是她自愿的。她清楚自己在做什么。
5180	map298_86d873ad	0		I struggle some more, but his grip is far too strong.{w}\nI yield, and follow Ulric into the castle, still looking back.{w}\nThe next thing I see, will forever be etched into my mind.	我又挣扎了几下，但他的力气太大。{w}\n我屈服了，跟着乌尔里克进了城堡，仍不停地回头望。{w}\n接下来我看到的景象，将永远刻在我脑海里。
5181	map298_f4ad42ee	0		The archers let their arrows loose, and several hit Valessa.{w}\nShe screams, and stumbles back, blood marring her outfit.{w}\nBut she doesn't give up. She keeps fighting, with all of her might.	弓箭手放出了箭，好几支射中了瓦莱莎。{w}\n她尖叫着，踉跄后退，鲜血玷污了她的衣裳。{w}\n但她没有放弃。她拼尽全力，继续战斗。
5182	map298_ba5b0a35	0		They let their arrows loose again, and she's pierced even further.{w}\nNobody would survive such blows, but she fights on with determination.{w}\nA pool of blood gathers beneath her; and that's the last thing I see.	它们再次放箭，她被射得更深。{w}\n没人能挨得住这样的伤，她却仍带着决心战斗下去。{w}\n她身下积起一滩血；那是我看到的最后景象。
5183	map298_82a93fd0	0		She may continue fighting, and buying time, but those wounds were fatal.{w}\nWe retreat fully into the castle, and the gruesome scene is soon out of view.{w}\nAnger wells up within me. Whoever opposed me next? I surely pitied them.	她或许还在继续战斗、争取时间，但那些伤是致命的。{w}\n我们完全退入城堡，那惨烈的一幕很快离开了视野。{w}\n怒火在我心中涌起。下一个挡在我面前的人？我肯定会为他感到可怜。
5184	map300_7de70f7e	0		Eventually, Pro and Gryz's path lead them to a large hallway.{w}\nPlenty of open space to fight, and destroy the horde in pursuit of them.{w}\nThe distraction worked perfectly. Now they just had to deal with the company.	最终，普洛和格瑞兹的路把他们引到一条宽阔的走廊。{w}\n有足够的开阔空间战斗，消灭追赶他们的那群追兵。{w}\n诱敌之计完美奏效。现在他们只需应付这些“客人”了。
5185	map300_6038874d	0	char_jit_map251_1_0_130	Pro — what weapons do you have...?	普洛——你有什么武器……？
5186	map300_2c7c9c61	0		Gryz readies his large warhammer.	格瑞兹举起他那把巨大的战锤。
5187	map300_025258fb	0	char_pro	Daggers — my favorite.\nUp close and personal.	匕首——我的最爱。\n近距离，面对面。
5188	map300_1eb81467	0		He draws them, and stands beside Gryz.	他抽出匕首，站到格瑞兹身旁。
5189	map300_7d7bdd2a	0	char_jit_map251_1_0_130	So, you've fought these things before?	那么，你以前和这些东西打过？
5190	map300_80aab09f	0	char_pro	Yeah — plenty of times.\nIt'll be a piece of cake. Trust me.	是啊——打过很多次。\n小事一桩。相信我。
5191	map300_37148c2c	0	char_jit_map251_1_0_130	Right.	好吧。
5192	map300_5bb525e9	0		A few moments pass, and The Honor Guard finally catches up with them.{w}\nThe horde seems to have tripled in size. Everything was going their way.{w}\nAt this rate, The Monarch should have almost no opposition at all.	过了片刻，荣誉卫队终于追上了他们。{w}\n那群追兵似乎扩大了三倍。一切都在按他们的计划发展。{w}\n照这势头，君主那边应该几乎不会遇到什么抵抗。
5193	map300_e453cce0	0	char_jit_map251_1_0_130	Be mindful of where you stand, Pro.\nIf this hammer is good at anything, it's crowd control.\nI don't want to hit you while I'm fighting off the enemy.	注意你站的位置，普洛。\n要说这锤子擅长什么，那就是控制人群。\n我不想在对付敌人时误伤到你。
5194	map300_e36d4e02	0	char_pro	Yeah — got it.\nI'll stay low, and out of your way.	是啊——明白。\n我会压低身子，不挡你的路。
5195	map300_1505fdbd	0		Gryz nods, and they stand side by side as enemies fill the room.	格瑞兹点头，敌人涌满房间时，两人并肩而立。
5196	map300_6804b194	0	char_jit_map251_1_0_130	Ready...?	准备好了吗……？
5197	map300_3c780d6e	0		Pro gulps.	普洛咽了口唾沫。
5198	map300_4a17921b	0	char_pro	Let's do this.	动手吧。
5199	map300_da63f03a	0		They charge into the crowd, and the fight begins.{w}\nPro makes sure to stay below shoulder height as Gryz swings his hammer.{w}\nHe takes out about ten or more suits with every swing of that mighty weapon.	他们冲进人群，战斗开始了。{w}\n格瑞兹挥锤时，普洛刻意保持在肩膀以下的高度。{w}\n那件威力惊人的武器每一挥，都能撂倒十个甚至更多的盔甲。
5200	map300_09764c04	0		Pro rolls on the floor, taking them out with precise stabs to the abdomen.{w}\nShattering like glass, the suits are falling at a rate that guarantees their victory.{w}\nBoth men pant from exertion as they fight what was hopefully their last fight.	普洛在地上翻滚，精准地刺向它们的腹部，将其一一解决。{w}\n盔甲像玻璃般碎裂，倒下的速度快得足以保证他们的胜利。{w}\n两人气喘吁吁，奋力搏杀——但愿这是他们最后一场战斗。
