# batch	chunk	seq	speaker	category	source	OLD_target	NEW_target	reason	ctx_before	ctx_after
batch_5.tsv	dialogue_0025.tsv	9731	char_the_triumvirate	术语	It appears that things have finally begun.\nDid you have your audience with The Seer, Master?	看来一切终于开始了。\n师父，您和先知会过面了吗？	看来一切终于开始了。\n主上，您和先知会过面了吗？	此处 Master 是执政团首领的敬称，不是师徒关系。	[旁白] The Triumvirate gathered in their chambers, near the glowing idol.{w}\ | 三人执政团聚在内室里，靠近那尊发光的灵像。{w}\n他们脸上带着淡淡的笑意，凝视着它深处的腐化。{w}\n四下无人，他们不必再装模作样。	[char_the_triumvirate] It appears that things have finally begun.\nDid you have your audience | 看来一切终于开始了。\n主上，您和先知会过面了吗？
batch_5.tsv	dialogue_0025.tsv	9732	char_the_triumvirate	术语	It appears that things have finally begun.\nDid you have your audience with The Seeress, Master?	看来一切终于开始了。\n师父，您和先知会过面了吗？	看来一切终于开始了。\n主上，您和先知会过面了吗？	此处 Master 是执政团首领的敬称，不是师徒关系。	[char_the_triumvirate] It appears that things have finally begun.\nDid you have your audience | 看来一切终于开始了。\n主上，您和先知会过面了吗？	[char_the_triumvirate] Yes, indeed.\nIt went just as planned.\nDoubt is a very powerful weapo | 是的，没错。\n一切都在计划之中。\n怀疑是非常强大的武器。
batch_5.tsv	dialogue_0025.tsv	9739	旁白	术语	The other Triumvir follows in turn, lowering his hood.{w}\nHowever, their master chooses not to do the same.	另一位执政官也跟着放下兜帽。{w}\n然而，他们的师父却选择不这么做。	另一位执政官也跟着放下兜帽。{w}\n然而，他们的主上却选择不这么做。	此处 master 指执政团首领，应使用“主上”。	[char_jit_map028_1_0_91] So you think this is the end...? | 所以你觉得这就是终局了……？	[char_jit_map028_1_0_108] I suppose that rests with The Seer.\nLet us watch, and see what unfold | 我想这取决于先知。\n我们就看着吧，看事情如何发展。
batch_5.tsv	dialogue_0025.tsv	9772	旁白	其他	I notice the streams of water are in full flow today.{w}\nWe siphon off water from falls higher up in the mountains.{w}\nThat's how we fill the water tank each and every day.{w}\nEach morning, every citizen does a \"water run\", so to speak.	我注意到今天水流淌得满满当当。{w}\n我们从山上更高处的瀑布引水。{w}\n我们每天就是这样把水塔灌满的。{w}\n每天早晨，每个村民都要跑一趟“取水”，可以这么说。	我注意到今天的水流很充沛。{w}\n我们从山上更高处的瀑布引水。{w}\n我们每天就是这样把水塔灌满的。{w}\n每天早晨，每个村民都要跑一趟“取水”，可以这么说。	“水流淌得满满当当”搭配错误。	[旁白] The higher up you live, the more you have to pay.{w}\nHouses up there, | 住得越高，花费就越多。{w}\n上面的房子视野绝佳，价格也贵得离谱。{w}\n当然，长老乐呵呵地住在所有人之上。{w}\n好在，他待我们的方	[旁白] These runs are a requirement for everyone in Valinorth.{w}\nWithout th | 在瓦利诺斯，每个人都必须参加取水。{w}\n要是没人做，水塔就会溢出，淹没我们的村庄。{w}\n其实我该趁早去完成自己那份。{w}\n少一个
batch_5.tsv	dialogue_0025.tsv	9818	char_valessa	语气	I must sound like an awful person right now.\nI just feel like we all need to act professionally...!	我现在听起来一定像个很糟的人。\n我只是觉得，我们都该表现得专业些……！	我现在听起来一定像个很糟的人。\n我只是觉得，我们都该拿出该有的担当……！	“表现得专业些”带有明显现代职场语感。	[char_valessa] Maybe I'm just picking up Fortaime's slack.\nI feel like the villagers | 也许我只是在替福泰姆补漏。\n我感觉村民对我们有某种“标准”。\n要是只有他一个，他远达不到那些标准。	[char_valessa] I guess so. We {i}could{/i} hate each other's guts.\nThat would make p | 也许吧。我们{i}本可以{/i}互相恨之入骨。\n那样一来，守护瓦利诺斯可就难了。\n这么一想，我觉得现在这样挺好。
batch_5.tsv	dialogue_0025.tsv	9838	旁白	误译	Pro slammed his hand of cards down on the table.{w}\nHis opponents scoffed, and shouted accusations of cheating.{w}\nHe smirked as he made his way to the bar, laughing them off.{w}\nWith his newfound riches, he'd celebrate over a drink.	普洛把手里那副牌重重摔在桌上。{w}\n他的对手嗤之以鼻，大喊他出老千。{w}\n他咧嘴轻笑，一边走向吧台，一边把那些话当耳旁风。{w}\n靠着新到手的钱财，他要喝一杯庆祝庆祝。	普洛把手里的牌重重摔在桌上。{w}\n他的对手嗤之以鼻，大喊他出老千。{w}\n他咧嘴轻笑，一边走向吧台，一边把那些话当耳旁风。{w}\n靠着新到手的钱财，他要喝一杯庆祝庆祝。	a hand of cards 指手里的一把牌，不是整副牌。	[旁白] This character is not in your party. | 该角色不在你的队伍中。	[char_pro] Only when they lose, do they accuse me of cheating.\nWhere I come from | 只有输了，他们才会说我出老千。\n在我老家，这叫输不起，艾琳。
batch_5.tsv	dialogue_0025.tsv	9928	char_sovy	术语	Halin has finished his interrogation, Masters.\nI thought it would be wise to relay the results.\nUnless you were plotting behind our backs...?	师父们，哈林已经审问完毕。\n我想把结果转达给你们才是明智之举。\n除非……你们一直在背地里谋划什么？	主上，哈林已经审问完毕。\n我想把结果转达给你们才是明智之举。\n除非……你们一直在背地里谋划什么？	Sovy 对三人执政团的称呼应与其他“主上”译法统一。	[char_the_triumvirate] Sovy, what is the meaning of this intrusion? | 索维，你这样闯入是什么意思？	[char_the_triumvirate] We would never do such a thing.\nInformation is granted to you as we s | 我们绝不会做那种事。\n情报何时给你们，由我们决定。\n就算你们暂时不知情，也不会是永久的。
batch_5.tsv	dialogue_0025.tsv	9933	char_sovy	术语	That much was obvious, Masters.\nWhy did you keep it from me for so long?\nHalin and I are more than loyal enough...!	这点显而易见，师父们。\n你们为什么瞒了我这么久？\n我和哈林已经足够忠诚了……！	这点显而易见，主上。\n你们为什么瞒了我这么久？\n我和哈林已经足够忠诚了……！	Sovy 对三人执政团的称呼应与其他“主上”译法统一。	[char_the_triumvirate] Good. Then it is time you hear the rest.\nValinorth is just a small pa | 很好。那么是时候让你听听其余的部分了。\n瓦利诺斯只是我们更大计划中的一小部分。\n我们再没有理由隐瞒这些情报了。	[char_the_triumvirate] Sovy, this is not a matter of loyalty.\nWe are sure you'll understand  | 索维，这无关忠诚。\n我们相信，你听了之后就会明白。\n怀疑我们的话，可不是明智之举。
batch_5.tsv	dialogue_0025.tsv	9978	char_valessa	术语	You've always had purpose, actually.\nBut I think I understand what you mean.\nYou aren't just another Seeress, you're special.	其实你一直都有目标。\n但我想我明白你的意思。\n你不是普通意义上的先知，你很特别。	其实你一直都有信念。\n但我想我明白你的意思。\n你不是普通意义上的先知，你很特别。	purpose 在同一分支中应统一译为“信念”。	[char_valessa] You've always had purpose, actually.\nBut I think I understand what yo | 其实你一直都有信念。\n但我想我明白你的意思。\n你不是普通意义上的先知，你很特别。	[char_valessa] There's not much else we {i}can{/i} do.\nI'm sure that Damek will have | 我们{i}能{/i}做的也不多。\n我相信达梅克有很多东西要教我们。\n也许到了那儿，我们就不会这么迷茫了。
batch_5.tsv	dialogue_0026.tsv	10025	char_valessa	误译	I know them. They typically guard the town gate.\nNo better person to carry out a secret mission in the night.\nI'm glad we'll have a guide. I was starting to worry we'd get lost.	我认识他们。他们一般是看守城门的人。\n夜里执行秘密任务，没有比他更合适的人选了。\n有向导就好，我正担心我们会迷路呢。	我认识他。他一般是看守城门的人。\n夜里执行秘密任务，没有比他更合适的人选了。\n有向导就好，我正担心我们会迷路呢。	Zamira 是单人角色，原译复数“他们”与后文人称冲突。	[char_fortaime] Alright, alright. Forget I suggested it.\nLet's get out of here before | 好吧好吧，当我没提议过。\n趁还没浪费太多时间，我们赶紧离开这儿。\n我们要去见一个叫扎米拉的人，对吧？	[char_fortaime] Yeah. None of us have ever left Valinorth before.\nI'm sure it'll be g | 是啊。我们谁都没离开过瓦利诺斯。\n肯定会很棒的。我们甚至还能去看看索尔伯格！\n拿起那把剑吧，[firstname]。村民们绝不会质疑你的
batch_5.tsv	dialogue_0026.tsv	10202	char_mylus	术语	We might be a bit behind, but we'll meet in Mazeo.\nThere's lots to plan, and little time to plan it.\nWe'll need new homes, and blades for any volunteers.	我们或许会落后一些，但会在马泽奥会合。\n要筹划的事很多，时间却很少。\n我们需要新家园，还要为志愿者备好兵器。	我们或许会落后一些，但会在马泽奥会合。\n要筹划的事很多，时间却很少。\n我们需要新家园，还要为志愿者备好剑。	blades 在术语表中统一为“剑”。	[char_mylus] Please, take the blade, and flee to Mazeo.\nWhen the ceremony is suppo | 请带上这把剑，逃去马泽奥。\n等仪式该开始的时候，我会告诉民众。\n他们都会聚集起来，疏散起来也方便。	[char_mylus] As far as I can tell, this is not up for debate.\nIf you think it is,  | 依我看，这事没得商量。\n你要是不服，就当成长老给你的命令。\n尽快动身，我们很快会再见的。
batch_5.tsv	dialogue_0026.tsv	10269	char_fortaime	其他	Please, don't change too much.\nWe're going to be fighting for peace.\nThat's not worth anything if I can't share it with {i}you{/i}.	求你，别变太多。\n我们是为和平而战。\n如果不能和你{i}一起{/i}分享，那和平就毫无意义。	求你，别变太多。\n我们是为和平而战。\n如果不能和{i}你{/i}一起分享，那和平就毫无意义。	强调标签误罩在“一起”上，应保留原文对 you 的强调。	[char_fortaime] That fight-or-die mentality is a terrible thing.\nIt can drive good me | 那种不是你死就是我活的心态太可怕了。\n它能让好人做出可怕的事。\n求你，别让这种事发生在你身上，[firstname]。	[char_fortaime] Good. I'm glad you're putting thought into it.\nDon't act recklessly i | 好。很高兴你在认真思考。\n面对胜利时别鲁莽行事。\n如果不能一起分享，胜利也毫无意义。
batch_5.tsv	dialogue_0026.tsv	10325	char_damek	误译	Of course, I'd be more than happy to!\nBut you might have to wait a bit longer.\nTapping into it requires some \"special means\".	当然，我乐意之至！\n不过你可能要再多等一阵。\n要接通它，需要一些“特殊手段”。	当然，我乐意之至！\n不过你可能要再多等一阵。\n要汲取它的力量，需要一些“特殊手段”。	tapping into it 指汲取力量，不是“接通”设备。	[char_jit_map098_1_0_36] I can't believe you've found it, Damek.\nIf you want the deed, you mus | 我真不敢相信你找到了，达梅克。\n你想要地契，就得给我独占的权限。\n别人都不许碰。我有我的打算，这事没得商量。	[char_damek] But I promise you won't be waiting much longer.\nSo please, if you wou | 但我保证你不会等太久。\n所以，请把地契交给我吧？\n等{i}他们{/i}一到，一切就归你了。
batch_5.tsv	dialogue_0026.tsv	10329	char_halin	术语	Master? You seem unwell.\nWe leave tomorrow, you should get some rest.\nI know I'm not the one to give orders, but please.	大人？您看着不太舒服。\n我们明天就出发，您该休息一下。\n我知道轮不到我来下令，但请您务必。	师父？您看着不太舒服。\n我们明天就出发，您该休息一下。\n我知道轮不到我来下令，但请您务必。	Halin 对 Sovy 的称呼应与全篇“师父”一致。	[char_sovy] Such a truth, and to think I never knew.\nThis will change everything  | 竟是这样的真相，我竟一直毫不知情。\n这会彻底改变我的行事方式。	[char_sovy] No, it has nothing to do with that.\nIt seems there is more to this at | 不，跟那无关。\n看来这次进攻的内情比我们知道的要多。\n三人执政团刚刚解释了我们真正的目标。
batch_5.tsv	dialogue_0026.tsv	10345	char_sovy	语气	I doubt he's long for this world.\nA Grand Inquisitor needs to be more than talk.\nThat, and I work {i}much{/i} better when I'm alone.	我看他活不长。\n大审判官可不能只会耍嘴皮子。\n再说，我{i}独自{/i}办事效率高得多。	我看他活不长。\n大审判官可不能只会耍嘴皮子。\n再说，我{i}独自{/i}办事快得多。	对话层避免现代职场词“效率”。	[char_shane] Right, of course. Thanks for the heads up.\nI'll remember that next ti | 对，当然。多谢提醒。\n下次他审我时我会记住这点。\n要不是我了解你，我会说你不太喜欢他。	[char_shane] Working alone, huh?\nI don't think that's a very good idea.\nWhat if y | 独自办事，是吧？\n我觉得这不是什么好主意。\n要是你陷入困境呢？那时谁来帮你？
batch_6.tsv	strings_0001.tsv	1	旁白	术语	{image=icons/819.png} \"I'm the Seeress...\"	{image=icons/819.png} “我是先知……”	{image=icons/819.png} “我是女先知……”	“Seeress”特指女性先知，应与“Seer”区分。		[旁白] {image=icons/818.png} \"I'm the Seer...\" | {image=icons/818.png} “我是先知……”
batch_6.tsv	strings_0001.tsv	55	旁白	标点	{image=icons/651.png} \"What kind of 'summit' is this?\"	{image=icons/651.png} “这算哪门子的“峰会”？”	{image=icons/651.png} “这算哪门子的‘峰会’？”	外层对话引号内应使用单引号，避免嵌套双引号混淆。	[旁白] {image=icons/651.png} \"Tell me more about Mazeo.\" | {image=icons/651.png} “再多讲讲马泽奥吧。”	[旁白] {image=icons/651.png} \"You need my input, or my power?\" | {image=icons/651.png} “你需要我的意见，还是我的力量？”
batch_6.tsv	strings_0001.tsv	69	旁白	标点	{image=icons/651.png} \"What happened to your 'birth' family, then?\"	{image=icons/651.png} “那你的“血亲”家庭怎么了？”	{image=icons/651.png} “那你的‘血亲’家庭怎么了？”	外层对话引号内应使用单引号，避免嵌套双引号混淆。	[旁白] {image=icons/651.png} \"So you get to choose your own family?\" | {image=icons/651.png} “所以你可以自己选择家人？”	[旁白] {image=icons/651.png} \"You must be exaggerating.\" | {image=icons/651.png} “你肯定是在夸张。”
batch_6.tsv	strings_0001.tsv	84	旁白	标点	{image=icons/656.png} [[Joking] \"According to your smell, it's 'no-bath day'.\"	{image=icons/656.png} [[玩笑] “闻你身上的味儿，今天是“不洗澡日”。”	{image=icons/656.png} [[玩笑] “闻你身上的味儿，今天是‘不洗澡日’。”	外层对话引号内应使用单引号，避免嵌套双引号混淆。	[旁白] {image=icons/651.png} \"Sovy, Valinorth will never fall to you.\" | {image=icons/651.png} “索维，瓦利诺斯绝不会落入你手中。”	[旁白] {image=icons/583.png} [[Flirty] \"You're here, so is it 'cute guy day' | {image=icons/583.png} [[调情] “你在这儿，那今天是‘帅哥日’吗？”
batch_6.tsv	strings_0001.tsv	85	旁白	标点	{image=icons/583.png} [[Flirty] \"You're here, so is it 'cute guy day'?\" 	{image=icons/583.png} [[调情] “你在这儿，那今天是“帅哥日”吗？”	{image=icons/583.png} [[调情] “你在这儿，那今天是‘帅哥日’吗？”	外层对话引号内应使用单引号，避免嵌套双引号混淆。	[旁白] {image=icons/656.png} [[Joking] \"According to your smell, it's 'no-ba | {image=icons/656.png} [[玩笑] “闻你身上的味儿，今天是‘不洗澡日’。”	[旁白] {image=icons/653.png} \"Whatever it is, I don't need your help.\" | {image=icons/653.png} “不管是什么，我不需要你帮忙。”
batch_6.tsv	strings_0001.tsv	99	旁白	标点	{image=icons/651.png} What do you do in your spare time?\"	{image=icons/651.png} 你空闲时间都做些什么？	{image=icons/651.png} “你空闲时间都做些什么？”	原译文缺少对话引号，与相邻选项格式不一致。	[旁白] {image=icons/651.png} \"Do I get input on who my Scribe is?\" | {image=icons/651.png} “我能对由谁做我的书记官提意见吗？”	[旁白] {image=icons/651.png} \"How long have you been in training?\" | {image=icons/651.png} “你训练多久了？”
batch_6.tsv	strings_0001.tsv	133	旁白	标点	{image=icons/651.png} [[I believe there's something important in Eastcrown.]	{image=icons/651.png} [[我相信东冠有什么重要的东西。]	{image=icons/651.png} [[我相信东冠有什么重要的东西]	界面选项不应带句末句号。	[旁白] Just like how I'm the heir to the throne. I'm the only one.{w}\nI gues | 就像我是王位继承人一样。我是唯一的一个。{w}\n我猜他只是像当初的我一样，接受了自己的使命。{w}\n但东冠……？那里真的会有什么吗？	[旁白] {image=icons/651.png} [[I don't believe Eastcrown serves any important | {image=icons/651.png} [[我不相信东冠有什么重要用途]
batch_6.tsv	strings_0001.tsv	134	旁白	标点	{image=icons/651.png} [[I don't believe Eastcrown serves any important purpose.]	{image=icons/651.png} [[我不相信东冠有什么重要用途。]	{image=icons/651.png} [[我不相信东冠有什么重要用途]	界面选项不应带句末句号。	[旁白] {image=icons/651.png} [[I believe there's something important in Eastc | {image=icons/651.png} [[我相信东冠有什么重要的东西]	[旁白] Reset all HTH/Loyalty Stats and Romance flags?\nWARNING: This cannot b | 重置所有心灵交流/忠诚度数据和恋爱标记？\n警告：此操作无法撤销。
batch_6.tsv	strings_0001.tsv	140	旁白	标点	{image=icons/583.png} [[Hug and console him.]	{image=icons/583.png} [[拥抱并安慰他。]	{image=icons/583.png} [[拥抱并安慰他]	界面选项不应带句末句号。	[旁白] What should I do...? | 我该怎么做……？	[旁白] {image=icons/580.png} [[Let him find inner strength.] | {image=icons/580.png} [[让他自己寻找内心的力量]
batch_6.tsv	strings_0001.tsv	141	旁白	标点	{image=icons/580.png} [[Let him find inner strength.]	{image=icons/580.png} [[让他自己寻找内心的力量。]	{image=icons/580.png} [[让他自己寻找内心的力量]	界面选项不应带句末句号。	[旁白] {image=icons/583.png} [[Hug and console him.] | {image=icons/583.png} [[拥抱并安慰他]	[旁白] {image=icons/583.png} \"Of course. We'll handle everything {i}together | {image=icons/583.png} “当然。我们会{i}一起{/i}处理一切。”
batch_6.tsv	strings_0001.tsv	199	旁白	语气	{image=icons/651.png} \"Where did The Rebellion stay before the underground tunnels?\"	{image=icons/651.png} “在那些地下隧道之前，反抗军驻扎在哪里？”	{image=icons/651.png} “反抗军搬进地下隧道前驻扎在哪里？”	原译“在那些地下隧道之前”指代不清，改为自然的先后关系。	[旁白] {image=icons/651.png} \"Do you know for certain that they were only af | {image=icons/651.png} “你确定他们只是为了那尊灵像吗？”	[旁白] {image=icons/651.png} \"Who was in charge of Mazeo before The Occupati | {image=icons/651.png} “占领之前，谁掌管马泽奥？”
batch_6.tsv	strings_0001.tsv	250	旁白	语气	{image=icons/651.png} \"Do you have a detailed strategy for our final battle?\"	{image=icons/651.png} “我们决战的详细策略你有吗？”	{image=icons/651.png} “你有我们决战的详细策略吗？”	原译语序生硬；原文是在询问是否有详细作战方案。	[旁白] {image=icons/651.png} \"What's the first step when we arrive at HQ?\" | {image=icons/651.png} “我们到达总部后的第一步是什么？”	[旁白] {image=icons/651.png} \"What will Alestia be like after the war is ove | {image=icons/651.png} “战争结束后，阿莱斯提亚会是什么样？”
batch_6.tsv	strings_0001.tsv	268	旁白	标点	{image=icons/583.png} [[Get them as a romantic gesture.]	{image=icons/583.png} [[以浪漫的心意把它们送出去。]	{image=icons/583.png} [[以浪漫的心意把它们送出去]	界面选项不应带句末句号。	[旁白] But is that a good idea...? | 但这是个好主意吗……？	[旁白] {image=icons/580.png} [[Don't get them.] | {image=icons/580.png} [[不要买]
batch_6.tsv	strings_0001.tsv	269	旁白	标点	{image=icons/580.png} [[Don't get them.]	{image=icons/580.png} [[不要买。]	{image=icons/580.png} [[不要买]	界面选项不应带句末句号。	[旁白] {image=icons/583.png} [[Get them as a romantic gesture.] | {image=icons/583.png} [[以浪漫的心意把它们送出去]	[旁白] Access Pro Heart-to-Heart 1? | 进入普洛的心灵交流 1？
batch_6.tsv	strings_0001.tsv	290	旁白	标点	{image=icons/651.png} [[Point to the paper containing Alex's demands.]	{image=icons/651.png} [[指向写着亚历克斯要求的纸。]	{image=icons/651.png} [[指向写着亚历克斯要求的纸]	界面选项不应带句末句号。	[旁白] {image=icons/579.png} \"Actually, I don't think I can do that...\" | {image=icons/579.png} “其实，我觉得我做不到……”	[旁白] {image=icons/651.png} [[Point to the paper containing Nada's demands.] | {image=icons/651.png} [[指向写着娜达要求的纸]
batch_6.tsv	strings_0001.tsv	291	旁白	标点	{image=icons/651.png} [[Point to the paper containing Nada's demands.]	{image=icons/651.png} [[指向写着娜达要求的纸。]	{image=icons/651.png} [[指向写着娜达要求的纸]	界面选项不应带句末句号。	[旁白] {image=icons/651.png} [[Point to the paper containing Alex's demands.] | {image=icons/651.png} [[指向写着亚历克斯要求的纸]	[旁白] Would you like to initiate Act Three? | 你想开始第三幕吗？
batch_6.tsv	strings_0001.tsv	371	旁白	标点	{image=icons/651.png} [[Let Gryz sacrifice himself.]	{image=icons/651.png} [[让格瑞兹牺牲自己。]	{image=icons/651.png} [[让格瑞兹牺牲自己]	界面选项不应带句末句号。	[旁白] {image=icons/651.png} \"Learning from past failures is how we become s | {image=icons/651.png} “从过去的失败中学习，我们才能变得更强、更聪明。”	[旁白] {image=icons/651.png} [[Tap into the idol's power yourself.] | {image=icons/651.png} [[亲自汲取灵像的力量]
batch_6.tsv	strings_0001.tsv	372	旁白	标点	{image=icons/651.png} [[Tap into the idol's power yourself.]	{image=icons/651.png} [[亲自汲取灵像的力量。]	{image=icons/651.png} [[亲自汲取灵像的力量]	界面选项不应带句末句号。	[旁白] {image=icons/651.png} [[Let Gryz sacrifice himself.] | {image=icons/651.png} [[让格瑞兹牺牲自己]	[旁白] {image=icons/651.png} [[Ask Valessa.] | {image=icons/651.png} [[询问瓦莱莎]
batch_6.tsv	strings_0001.tsv	373	旁白	标点	{image=icons/651.png} [[Ask Valessa.]	{image=icons/651.png} [[询问瓦莱莎。]	{image=icons/651.png} [[询问瓦莱莎]	界面选项不应带句末句号。	[旁白] {image=icons/651.png} [[Tap into the idol's power yourself.] | {image=icons/651.png} [[亲自汲取灵像的力量]	[旁白] {image=icons/651.png} [[Ask Fortaime.] | {image=icons/651.png} [[询问福泰姆]
batch_6.tsv	strings_0001.tsv	374	旁白	标点	{image=icons/651.png} [[Ask Fortaime.]	{image=icons/651.png} [[询问福泰姆。]	{image=icons/651.png} [[询问福泰姆]	界面选项不应带句末句号。	[旁白] {image=icons/651.png} [[Ask Valessa.] | {image=icons/651.png} [[询问瓦莱莎]	[旁白] {image=icons/651.png} [[Make your final choice.] | {image=icons/651.png} [[做出最终抉择]
batch_6.tsv	strings_0001.tsv	375	旁白	标点	{image=icons/651.png} [[Make your final choice.]	{image=icons/651.png} [[做出最终抉择。]	{image=icons/651.png} [[做出最终抉择]	界面选项不应带句末句号。	[旁白] {image=icons/651.png} [[Ask Fortaime.] | {image=icons/651.png} [[询问福泰姆]	[旁白] {image=icons/651.png} [[Create an army of Seers.] | {image=icons/651.png} [[创建一支先知大军]
batch_6.tsv	strings_0001.tsv	376	旁白	标点	{image=icons/651.png} [[Create an army of Seers.]	{image=icons/651.png} [[创建一支先知大军。]	{image=icons/651.png} [[创建一支先知大军]	界面选项不应带句末句号。	[旁白] {image=icons/651.png} [[Make your final choice.] | {image=icons/651.png} [[做出最终抉择]	[旁白] {image=icons/651.png} [[Create an army of Monarch Vessels.] | {image=icons/651.png} [[创建一支君王容器大军]
batch_6.tsv	strings_0001.tsv	377	旁白	标点	{image=icons/651.png} [[Create an army of Monarch Vessels.]	{image=icons/651.png} [[创建一支君王容器大军。]	{image=icons/651.png} [[创建一支君王容器大军]	界面选项不应带句末句号。	[旁白] {image=icons/651.png} [[Create an army of Seers.] | {image=icons/651.png} [[创建一支先知大军]	[旁白] {image=icons/655.png} \"What about Vivien and her army?\" | {image=icons/655.png} “那薇薇安和她的军队呢？”
batch_6.tsv	strings_0001.tsv	399	旁白	标点	{image=icons/651.png} [[Remove the curse from Ulric.]	{image=icons/651.png} [[解除乌尔里克身上的诅咒。]	{image=icons/651.png} [[解除乌尔里克身上的诅咒]	界面选项不应带句末句号。	[旁白] What do I do...? | 我该怎么做……？	[旁白] {image=icons/651.png} [[Keep him strong. He needs that power.] | {image=icons/651.png} [[让他保持强大。他需要那份力量]
batch_6.tsv	strings_0001.tsv	400	旁白	标点	{image=icons/651.png} [[Keep him strong. He needs that power.]	{image=icons/651.png} [[让他保持强大。他需要那份力量。]	{image=icons/651.png} [[让他保持强大。他需要那份力量]	界面选项不应带句末句号。	[旁白] {image=icons/651.png} [[Remove the curse from Ulric.] | {image=icons/651.png} [[解除乌尔里克身上的诅咒]	
batch_6.tsv	strings_0002.tsv	401	旁白	误译	{image=icons/651.png} \"Keep it. Honor her memory, and her life.\"	{image=icons/651.png} “留下它。纪念她的记忆，她的一生。”	{image=icons/651.png} “留下它。缅怀她，也纪念她的一生。”	“纪念记忆”搭配不当，honor her memory 意为缅怀她。		[旁白] {image=icons/651.png} \"Leave it. Move on from these painful memories. | {image=icons/651.png} “放下它。从这些痛苦的回忆中走出来。”
batch_6.tsv	strings_0002.tsv	426	旁白	误译	{image=icons/651.png} \"This journey could have easily compromised us, and forced us to do unspeakable things...\"	{image=icons/651.png} “这段旅程本可能轻易地让我们妥协，迫使我们做出无法言说的事……”	{image=icons/651.png} “这段旅程本可能轻易危及我们，迫使我们做出无法言说的事……”	compromise us 在这里是危及、拖累，不是“让我们妥协”。	[旁白] {image=icons/651.png} ...and it is time for our enemy to realize that  | {image=icons/651.png} ...该是让我们的敌人意识到，为了看到他们倒下，我们将{i}不惜一切{/i}。	[旁白] {image=icons/651.png} \"...but we can rest easy knowing that we've clu | {image=icons/651.png} “……但我们可以安心，因为我们坚守了自己的价值观和传统。我们比他们{i}更优秀{/i}。”
batch_6.tsv	strings_0002.tsv	443	旁白	语气	{image=icons/651.png} \"Using this blade, I will create a world just like Salus had always envisioned.\"	{image=icons/651.png} “用这把剑，我将创造一个萨卢斯一直所构想的世界。”	{image=icons/651.png} “用这把剑，我将创造萨卢斯一直憧憬的世界。”	“一直所构想的”生硬，改为自然的定语表达。	[旁白] {image=icons/651.png} \"But most importantly — we have this.\" | {image=icons/651.png} “但最重要的是——我们拥有这个。”	[旁白] {image=icons/651.png} Using this blade, I will secure a future that wo | {image=icons/651.png} 用这把剑，我将确保一个足以让王权骄傲的未来。
batch_6.tsv	strings_0002.tsv	476	旁白	标点	{image=icons/651.png} [[Spare your life — cast away the idol temporarily.]	{image=icons/651.png} [[饶你一命——暂时丢弃灵像。]	{image=icons/651.png} [[饶你一命——暂时丢弃灵像]	界面选项不应带句末句号。	[旁白] What fate would await me, and all those innocent worlds...? | 等待我的，以及所有那些无辜世界的，会是怎样的命运……？	[旁白] {image=icons/651.png} [[Sacrifice yourself — destroy the idol for good | {image=icons/651.png} [[牺牲自己——彻底摧毁灵像]
batch_6.tsv	strings_0002.tsv	477	旁白	标点	{image=icons/651.png} [[Sacrifice yourself — destroy the idol for good.]	{image=icons/651.png} [[牺牲自己——彻底摧毁灵像。]	{image=icons/651.png} [[牺牲自己——彻底摧毁灵像]	界面选项不应带句末句号。	[旁白] {image=icons/651.png} [[Spare your life — cast away the idol temporari | {image=icons/651.png} [[饶你一命——暂时丢弃灵像]	[旁白] {image=icons/651.png} \"I'd work hard, and earn it the right way.\" | {image=icons/651.png} “我会努力工作，用正当的方式赢得它。”
batch_6.tsv	strings_0002.tsv	483	旁白	标点	{image=icons/651.png} [[Remove the spirits to empower the blade.]	{image=icons/651.png} [[取出灵以强化剑。]	{image=icons/651.png} [[取出灵以强化剑]	界面选项不应带句末句号。	[旁白] {image=icons/651.png} \"I want to keep it. It'll help ensure my reign. | {image=icons/651.png} “我想留下它。它会帮助确保我的统治。”	[旁白] {image=icons/651.png} [[Leave Howl as he is. He's too valuable.] | {image=icons/651.png} [[让豪尔保持原样。他太有价值了]
batch_6.tsv	strings_0002.tsv	484	旁白	标点	{image=icons/651.png} [[Leave Howl as he is. He's too valuable.]	{image=icons/651.png} [[让豪尔保持原样。他太有价值了。]	{image=icons/651.png} [[让豪尔保持原样。他太有价值了]	界面选项不应带句末句号。	[旁白] {image=icons/651.png} [[Remove the spirits to empower the blade.] | {image=icons/651.png} [[取出灵以强化剑]	[旁白] View Parallel Chronicle \"Sovy 9\"? | 查看平行编年史“索维 9”？
batch_6.tsv	strings_0002.tsv	486	旁白	术语	Access Ulric Heart-to-Heart 4?	开启乌尔里克交心 4？	进入乌尔里克的心灵交流 4？	Heart-to-Heart 在本批前段统一为“心灵交流”，此处“交心”不一致。	[旁白] View Parallel Chronicle \"Sovy 9\"? | 查看平行编年史“索维 9”？	[旁白] {image=icons/660.png} \"I believe you. This war has proven almost anyt | {image=icons/660.png} “我相信你。这场战争证明了几乎一切皆有可能。”
